"res_site_id","site_id","descriptor_type_id","descriptor_value","last_update"
"61","22","201","Wind monitor is swapped out for a sensor recalibrated by Campbell every 5 years.","2004-06-24T09:19:01.060Z"
"61","22","202","0","2004-06-24T09:19:01.060Z"
"61","22","203","359.9","2004-06-24T09:19:01.046Z"
"62","22","21","-77.3778","2004-06-02T10:00:17.846Z"
"62","22","22","161.8006","2004-06-02T10:00:17.863Z"
"62","22","23","There are no structures or vegetation in a 100 meter radius of the station","2004-06-02T10:00:17.863Z"
"62","22","24","The station is on a gentle slope near the edge of Lake Vida, a perennially ice-covered lake.  ","2004-06-02T10:00:17.863Z"
"62","22","25","351.03","2004-06-02T10:00:17.863Z"
"62","22","26","The air temperature sensor is placed over mineral soil.","2004-06-02T10:00:17.846Z"
"62","22","27","",""
"62","22","28","",""
"62","22","29","11/24/1995","2004-06-02T10:00:17.863Z"
"62","22","30","Present","2004-06-02T10:00:17.863Z"
"62","22","31","The Lake Vida meteorological station was added to the McMurdo Dry Valley network in the 1995-1996 field season. It was established on the shore of Lake Vida in Victoria Valley, one of the largest lakes in the dry valleys, recently discovered to have a 19 m ice cover over a hypersaline brine of undetermined depth.","2004-06-02T10:00:17.880Z"
"62","22","32","http://huey.colorado.edu/LTER/datasets/meteorology/vida.html","2004-06-02T10:00:17.846Z"
"62","22","33","November 24, 1995","2004-06-08T06:44:08.353Z"
"62","22","34","Present","2004-06-08T06:44:08.370Z"
"62","22","35","30 seconds","2004-06-08T06:44:08.353Z"
"62","22","36","15 minutes","2004-06-08T06:44:08.370Z"
"62","22","37","+/- 0.01 degrees C","2004-06-08T06:44:08.370Z"
"62","22","38","3 meters above ground","2004-06-08T06:44:08.370Z"
"62","22","39","Campbell Scientific Inc. 107 Temperature Probe","2004-06-08T06:44:08.353Z"
"62","22","40","Data are logged on Campbell Scientific Inc. CR10X datalogger and saved to a storage module.  The air temperature data is convert from the original value to resistance (R) and back to temperature using the Steinhart-Hart equation.  The Steinhart-Hart Equation is an empirically developed polynomial which best represents the resistance-temperature relationships of the thermistor. The Steinhart-Hart Equation is more accurate than previously used methods; as well, it is more accurate over wider temperature ranges. The form of the equation is:

1/ Temp = a + b( LnR-Offset) + c( LnR-Offset)^3; 

where,
a = 0.00084636
b = 0.00020627
c = 0.000000086958
107 Sensor Offset = 0.00000
207 Sensor Offset = 0.002573 (factor determined before deploying in the field)","2004-06-08T06:44:08.353Z"
"62","22","41","The station originally used a Campbell Scientific Inc. 207 Temperature/RH Probe, but because Campbell Scientific stopped making the replacement humidity chip, we switched to the Campbell Scientific Inc. 107 Temperature Probe on January 26, 2000.  The new 107 probe was installed at the same height.  Both of these instruments use the same thermister.","2004-06-08T06:44:08.370Z"
"62","22","42","The 207 and 107 probes were calibrated at Campbell Scientific Inc.","2004-06-08T06:44:08.370Z"
"62","22","43","-70","2004-06-08T06:44:08.386Z"
"62","22","44","15","2004-06-08T06:44:08.386Z"
"62","22","69","11/24/1995","2004-06-22T18:48:06.660Z"
"62","22","70","Present","2004-06-22T18:48:06.630Z"
"62","22","71","30 seconds","2004-06-22T18:48:06.630Z"
"62","22","72","15 minutes","2004-06-22T18:48:06.660Z"
"62","22","73","+/- 2 MJM2","2004-06-22T18:48:06.660Z"
"62","22","74","3 meters above ground","2004-06-22T18:48:06.660Z"
"62","22","75","Global radiation is measured using a Campbell Scientific Inc. LI200X Pyranometer.  The LI200X measures incoming solar radiation with a silicon photovoltaic detector mounted in cosine-corrected head.  The detector outputs current; a shunt resistor in the sensor cable converts the signal from current to voltage.","2004-06-22T18:48:06.660Z"
"62","22","76","Data are logged on Campbell Scientific Inc. CR10X datalogger and saved to a storage module.   Sensor measures global radiation in W/m2.  Values below 0 W/m2 are zeroed and flagged and above 900 W/m2 are flagged.","2004-06-22T18:48:06.676Z"
"62","22","77","The Lake Vida meteorological station was added to the McMurdo Dry Valley network in the 1995-1996 field season. It was established on the shore of Lake Vida in Victoria Valley.","2004-06-22T18:48:06.646Z"
"62","22","78","The Li200X is replaced every two years with a pyranometer recalibrated by Licor against an Eppley Precision Spectral Pyranometer.  Replacement dates for the Lake Vida station are the following:  01/26/00, 11/23/2001 and 11/12/2002.
","2004-06-22T18:48:06.646Z"
"62","22","79","0","2004-06-22T18:48:06.646Z"
"62","22","80","50","2004-06-22T18:48:06.630Z"
"62","22","93","11/24/1995","2013-12-12T15:07:54.570Z"
"62","22","94","Present","2013-12-12T15:07:54.570Z"
"62","22","95","30 seconds","2013-12-12T15:07:54.570Z"
"62","22","96","15 minutes","2013-12-12T15:07:54.570Z"
"62","22","97","+/- 3%","2013-12-12T15:07:54.570Z"
"62","22","98","3 meters above ground","2013-12-12T15:07:54.570Z"
"62","22","99","Currently we measure RH using Vaisala HMP45C Temp/RH probe, which uses a Vaisala Humicap 180 capacitive sensor to measure RH.  The probes measures RH realtive to the  saturation vapor pressure over water.","2013-12-12T15:07:54.570Z"
"62","22","100","Data are logged on Campbell Scientific Inc. CR10X datalogger and saved to a storage module.   RH data are converted to vapor pressure and multipled by the saturatured vapor pressure over ice when temperatures are below 0C.","2013-12-12T15:07:54.570Z"
"62","22","101","The Lake Vida meteorological station was added to the McMurdo Dry Valley network in the 1995-1996 field season. It was established on the shore of Lake Vida in Victoria Valley.

The station originally used a Campbell Scientific Inc. 207 Temperature/RH P","2013-12-12T15:07:54.570Z"
"62","22","102","Both the CSI 207 RH and Vaisala HMP45C RH sensors are replaced every two years with a factory recalibrated sensor.","2013-12-12T15:07:54.570Z"
"62","22","103","-3","2013-12-12T15:07:54.570Z"
"62","22","104","110","2013-12-12T15:07:54.570Z"
"62","22","105","","2013-12-12T14:35:58.846Z"
"62","22","106","","2013-12-12T14:35:58.846Z"
"62","22","107","","2013-12-12T14:35:58.846Z"
"62","22","108","","2013-12-12T14:35:58.846Z"
"62","22","109","","2013-12-12T14:35:58.846Z"
"62","22","110","","2013-12-12T14:35:58.846Z"
"62","22","111","","2013-12-12T14:35:58.846Z"
"62","22","112","","2013-12-12T14:35:58.846Z"
"62","22","113","","2013-12-12T14:35:58.846Z"
"62","22","114","","2013-12-12T14:35:58.846Z"
"62","22","115","","2013-12-12T14:35:58.846Z"
"62","22","116","35","2013-12-12T14:35:58.846Z"
"62","22","129","11/24/1995","2004-06-23T16:40:24.513Z"
"62","22","130","Present","2004-06-23T16:40:24.496Z"
"62","22","131","30 seconds","2004-06-23T16:40:24.496Z"
"62","22","132","15 minutes","2004-06-23T16:40:24.530Z"
"62","22","133","+/- 0.01 degrees C","2004-06-23T16:40:24.530Z"
"62","22","134","0 meters below surface","2004-06-23T16:40:24.496Z"
"62","22","135","Campbell Scientific Inc. 107 Temperature Probe","2004-06-23T16:40:24.513Z"
"62","22","136","Data are logged on Campbell Scientific Inc. CR10X datalogger and saved to a storage module.  The air temperature data is convert from the original value to resistance (R) and back to temperature using the Steinhart-Hart equation.  The Steinhart-Hart Equation is an empirically developed polynomial which best represents the resistance-temperature relationships of the thermistor. The Steinhart-Hart Equation is more accurate than previously used methods; as well, it is more accurate over wider temperature ranges. The form of the equation is:

1/ Temp = a + b( LnR-Offset) + c( LnR-Offset)^3; 

where,
a = 0.00084636
b = 0.00020627
c = 0.000000086958
Offset = -0.000032 (factor determined for each probe before deploying in the field)","2004-06-23T16:40:24.513Z"
"62","22","137","The Lake Vida meteorological station was added to the McMurdo Dry Valley network in the 1995-1996 field season. It was established on the shore of Lake Vida in Victoria Valley.","2004-06-23T16:40:24.513Z"
"62","22","138","The 107 probes were originally calibrated at Campbell Scientific Inc..","2004-06-23T16:40:24.513Z"
"62","22","139","-70","2004-06-23T16:40:24.496Z"
"62","22","140","25","2004-06-23T16:40:24.530Z"
"62","22","153","11/24/1995","2004-06-24T10:13:10.396Z"
"62","22","154","Present","2004-06-24T10:13:10.380Z"
"62","22","155","4 seconds","2004-06-24T10:13:10.363Z"
"62","22","156","15 minutes","2004-06-24T10:13:10.396Z"
"62","22","157","+/- 0.3 msec","2004-06-24T10:13:10.380Z"
"62","22","158","3 meters above the ground","2004-06-24T10:13:10.380Z"
"62","22","159","Wind speed and direction is sampled by a RM Young Model 05103 Wind Monitor mounted to the tower. Potentiometer measures direction, anemometer measures wind speed. Data logger is a Campbell Scientific model.","2004-06-24T10:13:10.380Z"
"62","22","160","Data are logged on Campbell Scientific Inc. CR10X datalogger and saved to a storage module.","2004-06-24T10:13:10.396Z"
"62","22","161","The Lake Vida meteorological station was added to the McMurdo Dry Valley network in the 1995-1996 field season. It was established on the shore of Lake Vida in Victoria Valley.

Between   Nov 24, 1995 @ 15:00 and Nov 24, 1997 @ 11:15 wind speed sample rate was 1 seconds.  It was changed to 4 seconds after Nov 24, 1997 @ 11:15.

","2004-06-24T10:13:10.396Z"
"62","22","162","Wind monitor is swapped out for a sensor recalibrated by Campbell every 5 years.","2004-06-24T10:13:10.380Z"
"62","22","163","0","2004-06-24T10:13:10.396Z"
"62","22","164","50","2004-06-24T10:13:10.396Z"
"62","22","192","11/24/1995","2004-06-24T09:20:01.173Z"
"62","22","193","Present","2004-06-24T09:20:01.156Z"
"62","22","194","30 seconds","2004-06-24T09:20:01.173Z"
"62","22","195","15 minutes","2004-06-24T09:20:01.190Z"
"62","22","196","+/- 3 degrees azimuth","2004-06-24T09:20:01.190Z"
"62","22","197","3 meters above the ground","2004-06-24T09:20:01.156Z"
"62","22","198","Wind speed and direction is sampled by a RM Young Model 05103 Wind Monitor mounted to the tower. Potentiometer measures direction, anemometer measures wind speed.","2004-06-24T09:20:01.156Z"
"62","22","199","Data are logged on Campbell Scientific Inc. CR10X datalogger and saved to a storage module.  Data collected by the Wind Monitor is processed by the Campbell instruction #4.  The program automatically changes the wind direction if it is less than 0.5 degrees to 0.0 degrees.  When average wind speed over a 15-minute interval is less than 0.05 m/s the wind direction is omitted and flagged during post-processing.","2004-06-24T09:20:01.173Z"
"62","22","200","The Lake Vida meteorological station was added to the McMurdo Dry Valley network in the 1995-1996 field season. It was established on the shore of Lake Vida in Victoria Valley.","2004-06-24T09:20:01.156Z"
"62","22","201","Wind monitor is swapped out for a sensor recalibrated by Campbell every 5 years.","2004-06-24T09:20:01.173Z"
"62","22","202","0","2004-06-24T09:20:01.173Z"
"62","22","203","359.9","2004-06-24T09:20:01.156Z"
"63","25","21","45.928","2003-07-15T14:43:25.036Z"
"63","25","22","-89.371","2003-07-15T14:43:25.036Z"
"63","25","23","open grassy field","2003-07-15T14:43:25.053Z"
"63","25","24","minimal slope and variation","2003-07-15T14:43:25.053Z"
"63","25","25","500","2003-07-15T14:43:25.053Z"
"63","25","26"," tall grass to height not exceeding 1 meter","2003-07-15T14:43:25.036Z"
"63","25","27"," 15 degrees","2003-07-15T14:43:25.053Z"
"63","25","28"," 10 degrees","2003-07-15T14:43:25.053Z"
"63","25","29"," jan-01-1989","2003-07-15T14:43:25.053Z"
"63","25","30"," Present","2003-07-15T14:43:25.036Z"
"63","25","31"," relocated to the south by about 100 meters and to the west by about 50 meters in June, 1996","2003-07-15T14:43:25.066Z"
"63","25","32"," lter.limnology.wisc.edu/p0000282b.jpg","2003-07-15T14:43:25.020Z"
"63","25","33","jan-01-1989","2003-07-29T13:57:19.406Z"
"63","25","34"," Present","2003-07-29T13:57:19.440Z"
"63","25","35","1 minute","2003-07-29T13:57:19.406Z"
"63","25","36","hourly and daily","2003-07-29T13:57:19.423Z"
"63","25","37"," ","2003-07-29T13:57:19.440Z"
"63","25","38"," 1.5","2003-07-29T13:57:19.423Z"
"63","25","39"," Campbell Scientific, Inc. Model number cs500","2003-07-29T13:57:19.423Z"
"63","25","40"," The data was collected using a Campbell CR10X data logger.  These samples were taken at 1 minute intervals which produces an hourly average.  These averages are then put into an excel spreadsheet and graphed.","2003-07-29T13:57:19.423Z"
"63","25","41"," The station was relocated to the South by about 100 meter and to the West by about 50 meters in June of 1996.","2003-07-29T13:57:19.423Z"
"63","25","42"," ","2003-07-29T13:57:19.406Z"
"63","25","43"," ","2003-07-29T13:57:19.440Z"
"63","25","44"," ","2003-07-29T13:57:19.423Z"
"63","25","69","","2003-02-11T17:00:06.503Z"
"63","25","70","","2003-02-11T17:00:06.503Z"
"63","25","71","","2003-02-11T17:00:06.503Z"
"63","25","72","","2003-02-11T17:00:06.503Z"
"63","25","73","","2003-02-11T17:00:06.503Z"
"63","25","74","","2003-02-11T17:00:06.503Z"
"63","25","75","","2003-02-11T17:00:06.503Z"
"63","25","76","","2003-02-11T17:00:06.503Z"
"63","25","77","","2003-02-11T17:00:06.503Z"
"63","25","78","","2003-02-11T17:00:06.503Z"
"63","25","79","","2003-02-11T17:00:06.503Z"
"63","25","80","","2003-02-11T17:00:06.503Z"
"63","25","81","Jan-01-1989","2003-07-29T13:55:30.340Z"
"63","25","82","Present","2003-07-29T13:55:30.326Z"
"63","25","83","1 minute","2003-07-29T13:55:30.340Z"
"63","25","84","Hourly Averages","2003-07-29T13:55:30.326Z"
"63","25","85","+/-4%at rate of 1-6"" per hour","2003-07-29T13:55:30.326Z"
"63","25","86","1.65","2003-07-29T13:55:30.340Z"
"63","25","87","Sierra-Misco, Inc.  Model number 2501","2003-07-29T13:55:30.310Z"
"63","25","88","The data was collected using a Campbell CR10X data logger.  These samples were taken at 1 minute intervals which produces an hourly average.  These averages are then put into an excel spreadsheet and graphed.","2003-07-29T13:55:30.326Z"
"63","25","89","The station was relocated to the South by about 100 meter and to the West by about 50 meters in June of 1996.","2003-07-29T13:55:30.340Z"
"63","25","90","",""
"63","25","91","",""
"63","25","92","",""
"63","25","93","Jan-01-1989","2003-07-29T13:59:29.380Z"
"63","25","94","Present","2003-07-29T13:59:29.396Z"
"63","25","95","1 minute","2003-07-29T13:59:29.396Z"
"63","25","96","Hourly Average","2003-07-29T13:59:29.380Z"
"63","25","97","","2003-02-11T17:00:06.503Z"
"63","25","98","1.5","2003-07-29T13:59:29.396Z"
"63","25","99","Campbell Scientific, Inc.  Model number cs500","2003-07-29T13:59:29.380Z"
"63","25","100","The data was collected using a Campbell CR10X data logger.  These samples were taken at 1 minute intervals which produces an hourly average.  These averages are then put into an excel spreadsheet and graphed.","2003-07-29T13:59:29.380Z"
"63","25","101","The station was relocated to the South by about 100 meter and to the West by about 50 meters in June of 1996.","2003-07-29T13:59:29.396Z"
"63","25","102","2002","2003-07-29T13:59:29.380Z"
"63","25","103","","2003-02-11T17:00:06.503Z"
"63","25","104","","2003-02-11T17:00:06.503Z"
"63","25","129","",""
"63","25","130","",""
"63","25","131","",""
"63","25","132","",""
"63","25","133","",""
"63","25","134","",""
"63","25","135","",""
"63","25","136","",""
"63","25","137","",""
"63","25","138","",""
"63","25","139","",""
"63","25","140","",""
"63","25","153","Jan-01-1989","2003-07-29T14:04:02.703Z"
"63","25","154","Present","2003-07-29T14:04:02.686Z"
"63","25","155","1 minute","2003-07-29T14:04:02.686Z"
"63","25","156","Hourly Averages","2003-07-29T14:04:02.703Z"
"63","25","157","",""
"63","25","158","3","2003-07-29T14:04:02.686Z"
"63","25","159","MetOne Instruments, Inc.  Model number 025A (Wind Vane)","2003-07-29T14:04:02.703Z"
"63","25","160","The data was collected using a Campbell CR10X data logger.  These samples were taken at 1 minute intervals which produces an hourly average.  These averages are then put into an excel spreadsheet and graphed.","2003-07-29T14:04:02.703Z"
"63","25","161","The station was relocated to the South by about 100 meter and to the West by about 50 meters in June of 1996.","2003-07-29T14:04:02.703Z"
"63","25","162","New in 1999
Calibrated on April 23, 1999","2003-07-29T14:04:02.703Z"
"63","25","163","",""
"63","25","164","",""
"63","25","192","Jan-01-1989","2003-07-29T14:02:12.793Z"
"63","25","193","Present","2003-07-29T14:02:12.780Z"
"63","25","194","1 Minute","2003-07-29T14:02:12.793Z"
"63","25","195","Hourly Averages","2003-07-29T14:02:12.810Z"
"63","25","196","",""
"63","25","197","3","2003-07-29T14:02:12.793Z"
"63","25","198","Met One Instruments, Inc.  Model number 014A  (Annemometer)","2003-07-29T14:02:12.780Z"
"63","25","199","The data was collected using a Campbell CR10X data logger.  These samples were taken at 1 minute intervals which produces an hourly average.  These averages are then put into an excel spreadsheet and graphed.","2003-07-29T14:02:12.793Z"
"63","25","200","The station was relocated to the South by about 100 meter and to the West by about 50 meters in June of 1996.","2003-07-29T14:02:12.793Z"
"63","25","201","New in 1999
 Calibrated April 23, 1999","2003-07-29T14:02:12.793Z"
"63","25","202","",""
"63","25","203","",""
"63","25","206","",""
"63","25","207","",""
"63","25","208","",""
"63","25","209","",""
"63","25","210","",""
"63","25","211","",""
"63","25","212","",""
"63","25","213","",""
"63","25","214","",""
"63","25","215","",""
"63","25","216","",""
"63","25","217","",""
"64","26","21","40.0547","2005-03-15T12:47:59.770Z"
"64","26","22","-105.5892","2005-03-15T12:47:59.770Z"
"64","26","23","","2005-03-15T12:47:59.770Z"
"64","26","24","ridge-top saddle","2005-03-15T12:47:59.783Z"
"64","26","25","3528","2005-03-15T12:47:59.783Z"
"64","26","26","","2005-03-15T12:47:59.770Z"
"64","26","27","","2005-03-15T12:47:59.783Z"
"64","26","28","","2005-03-15T12:47:59.783Z"
"64","26","29","1981","2005-03-15T12:47:59.783Z"
"64","26","30","Present","2005-03-15T12:47:59.770Z"
"64","26","31","","2005-03-15T12:47:59.783Z"
"64","26","32","http://culter.colorado.edu/NWT/images/sdl_site.jpg","2005-03-15T12:47:59.770Z"
"64","26","33","",""
"64","26","34","",""
"64","26","35","",""
"64","26","36","",""
"64","26","37","",""
"64","26","38","",""
"64","26","39","",""
"64","26","40","",""
"64","26","41","",""
"64","26","42","",""
"64","26","43","",""
"64","26","44","",""
"64","26","69","",""
"64","26","70","",""
"64","26","71","",""
"64","26","72","",""
"64","26","73","",""
"64","26","74","",""
"64","26","75","",""
"64","26","76","",""
"64","26","77","",""
"64","26","78","",""
"64","26","79","",""
"64","26","80","",""
"64","26","81","",""
"64","26","82","",""
"64","26","83","",""
"64","26","84","",""
"64","26","85","",""
"64","26","86","",""
"64","26","87","",""
"64","26","88","",""
"64","26","89","",""
"64","26","90","",""
"64","26","91","",""
"64","26","92","",""
"64","26","93","","2003-02-11T17:00:06.503Z"
"64","26","94","","2003-02-11T17:00:06.503Z"
"64","26","95","","2003-02-11T17:00:06.503Z"
"64","26","96","","2003-02-11T17:00:06.503Z"
"64","26","97","","2003-02-11T17:00:06.503Z"
"64","26","98","","2003-02-11T17:00:06.503Z"
"64","26","99","","2003-02-11T17:00:06.503Z"
"64","26","100","","2003-02-11T17:00:06.503Z"
"64","26","101","","2003-02-11T17:00:06.503Z"
"64","26","102","","2003-02-11T17:00:06.503Z"
"64","26","103","","2003-02-11T17:00:06.503Z"
"64","26","104","","2003-02-11T17:00:06.503Z"
"64","26","153","",""
"64","26","154","",""
"64","26","155","",""
"64","26","156","",""
"64","26","157","",""
"64","26","158","",""
"64","26","159","",""
"64","26","160","",""
"64","26","161","",""
"64","26","162","",""
"64","26","163","",""
"64","26","164","",""
"64","26","192","",""
"64","26","193","",""
"64","26","194","",""
"64","26","195","",""
"64","26","196","",""
"64","26","197","",""
"64","26","198","",""
"64","26","199","",""
"64","26","200","",""
"64","26","201","",""
"64","26","202","",""
"64","26","203","",""
"65","27","21","",""
"65","27","22","",""
"65","27","23","",""
"65","27","24","",""
"65","27","25","",""
"65","27","26","",""
"65","27","27","",""
"65","27","28","",""
"65","27","29","",""
"65","27","30","",""
"65","27","31","",""
"65","27","32","",""
"65","27","33","",""
"65","27","34","",""
"65","27","35","",""
"65","27","36","",""
"65","27","37","",""
"65","27","38","",""
"65","27","39","",""
"65","27","40","",""
"65","27","41","",""
"65","27","42","",""
"65","27","43","",""
"65","27","44","",""
"65","27","81","",""
"65","27","82","",""
"65","27","83","",""
"65","27","84","",""
"65","27","85","",""
"65","27","86","",""
"65","27","87","",""
"65","27","88","",""
"65","27","89","",""
"65","27","90","",""
"65","27","91","",""
"65","27","92","",""
"65","27","117","",""
"65","27","118","",""
"65","27","119","",""
"65","27","120","",""
"65","27","121","",""
"65","27","122","",""
"65","27","123","",""
"65","27","124","",""
"65","27","125","",""
"65","27","126","",""
"65","27","127","",""
"65","27","128","",""
"65","27","129","",""
"65","27","130","",""
"65","27","131","",""
"65","27","132","",""
"65","27","133","",""
"65","27","134","",""
"65","27","135","",""
"65","27","136","",""
"65","27","137","",""
"65","27","138","",""
"65","27","139","",""
"65","27","140","",""
"65","27","153","",""
"65","27","154","",""
"65","27","155","",""
"65","27","156","",""
"65","27","157","",""
"65","27","158","",""
"65","27","159","",""
"65","27","160","",""
"65","27","161","",""
"65","27","162","",""
"65","27","163","",""
"65","27","164","",""
"65","27","192","",""
"65","27","193","",""
"65","27","194","",""
"65","27","195","",""
"65","27","196","",""
"65","27","197","",""
"65","27","198","",""
"65","27","199","",""
"65","27","200","",""
"65","27","201","",""
"65","27","202","",""
"65","27","203","",""
"65","27","206","",""
"65","27","207","",""
"65","27","208","",""
"65","27","209","",""
"65","27","210","",""
"65","27","211","",""
"65","27","212","",""
"65","27","213","",""
"65","27","214","",""
"65","27","215","",""
"65","27","216","",""
"65","27","217","",""
"66","28","21","42.7515","2012-01-19T13:56:53.990Z"
"66","28","22","70.9024","2012-01-19T13:56:53.990Z"
"66","28","23","The station is located on a grass flat near some soccer and lacrosse fields on
the Governor Dummer Academy campus.  There are structures near by, approximately 20 meters away (garage, hockey rink, storage barn).","2012-01-19T13:56:53.990Z"
"66","28","24","Flat field, approximately 600 meters away from the marsh of the Parker River.","2012-01-19T13:56:54.003Z"
"66","28","25","Site is 3 meters above MSL","2012-01-19T13:56:54.003Z"
"66","28","26","grass","2012-01-19T13:56:53.990Z"
"66","28","27","","2012-01-19T13:56:54.003Z"
"66","28","28","","2012-01-19T13:56:54.003Z"
"66","28","29","March 27, 2000","2012-01-19T13:56:54.003Z"
"66","28","30","July 30, 2007","2012-01-19T13:56:53.990Z"
"66","28","31","On July 30, 2007, Julian Day 211, the weather station was moved from Governor Dummer Academy, Byfield, MA to the Marine Biological Lab, Marshview Farm Field Station off Rt 1, Newbury, MA approximately 800 meters away from the Governor Dummer location.","2012-01-19T13:56:54.003Z"
"66","28","32","http://ecosystems.mbl.edu/pie/images/GDA_MetSta_2000.jpg","2012-01-19T13:56:53.973Z"
"66","28","33","March 27, 2000","2009-12-30T10:38:25.823Z"
"66","28","34","July 30, 2007","2009-12-30T10:38:25.840Z"
"66","28","35","5 seconds","2009-12-30T10:38:25.806Z"
"66","28","36","15 minute","2009-12-30T10:38:25.823Z"
"66","28","37","+/- 1% accuracy over – 40 to 60 °C temperature range","2009-12-30T10:38:25.840Z"
"66","28","38","3 meters","2009-12-30T10:38:25.840Z"
"66","28","39","Vaisala HMP45C temperature and humidity sensor with solar radiation shield.","2009-12-30T10:38:25.823Z"
"66","28","40","The weather station is solar powered using a Solarex MSX-20 20 watt solar module including a 12V charger and regulator and 12 AH lead acid battery.  The
system was supplied by Campbell Scientific Inc., contact Doug Bryson, 435-750-9549. 
The data logger is supplied by Campbell Scientific CR10X-1M data logger with 1 megabyte memory storage module and PC208W Windows data logging
software.
The enclosure and tower is a Campbell Scientific ENC 12/14 (12” X 14” weather proof enclosure), CM10 (10’ tripod, grounding kit and CM10 guy wire kit.","2009-12-30T10:38:25.840Z"
"66","28","41","","2009-12-30T10:38:25.840Z"
"66","28","42","","2009-12-30T10:38:25.823Z"
"66","28","43","-40","2009-12-30T10:38:25.840Z"
"66","28","44","60","2009-12-30T10:38:25.823Z"
"66","28","45","March 27, 2000","2019-02-19T13:33:54.796Z"
"66","28","46","July 30, 2007","2019-02-19T13:33:54.796Z"
"66","28","47","5 seconds","2019-02-19T13:33:54.813Z"
"66","28","48","15 minute","2019-02-19T13:33:54.813Z"
"66","28","49","+/- 4 hPa @ -20oC to +45o C.","2019-02-19T13:33:54.796Z"
"66","28","50","3 meters aboveground","2019-02-19T13:33:54.796Z"
"66","28","51","Vaisala PTB101B barometric sensor","2019-02-19T13:33:54.813Z"
"66","28","52","The weather station is solar powered using a Solarex MSX-20 20 watt solar module including a 12V charger and regulator and 12 AH lead acid battery.  The
system was supplied by Campbell Scientific Inc., contact Doug Bryson, 435-750-9549. 
The data logger","2019-02-19T13:33:54.813Z"
"66","28","53"," ","2019-02-19T13:33:54.813Z"
"66","28","54"," ","2019-02-19T13:33:54.796Z"
"66","28","55","850","2019-02-19T13:33:54.796Z"
"66","28","56","1050","2019-02-19T13:33:54.796Z"
"66","28","69","March 27, 2000","2012-01-19T14:33:59.873Z"
"66","28","70","July 30, 2007","2012-01-19T14:33:59.873Z"
"66","28","71","5 seconds","2012-01-19T14:33:59.873Z"
"66","28","72","15 minute","2012-01-19T14:33:59.873Z"
"66","28","73","","2012-01-19T14:33:59.890Z"
"66","28","74","2.5 meters","2012-01-19T14:33:59.873Z"
"66","28","75","LiCor, LI200X-L, Pyranometer","2012-01-19T14:33:59.873Z"
"66","28","76","The weather station is solar powered using a Solarex MSX-20 20 watt solar module including a 12V charger and regulator and 12 AH lead acid battery.  The
system was supplied by Campbell Scientific Inc., contact Doug Bryson, 435-750-9549. 
The data logger is supplied by Campbell Scientific CR10X-1M data logger with 1 megabyte memory storage module and PC208W Windows data logging
software.
The enclosure and tower is a Campbell Scientific ENC 12/14 (12? X 14? weather proof enclosure), CM10 (10? tripod, grounding kit and CM10 guy wire kit.","2012-01-19T14:33:59.890Z"
"66","28","77","","2012-01-19T14:33:59.873Z"
"66","28","78","","2012-01-19T14:33:59.873Z"
"66","28","79","0","2012-01-19T14:33:59.873Z"
"66","28","80","60","2012-01-19T14:33:59.873Z"
"66","28","81","March 27, 2000","2012-01-19T14:15:51.690Z"
"66","28","82","July 30, 2007","2012-01-19T14:15:51.690Z"
"66","28","83","5 seconds","2012-01-19T14:15:51.690Z"
"66","28","84","15 minute","2012-01-19T14:15:51.690Z"
"66","28","85","+/- 1% accuracy up to 25.4mm/hr","2012-01-19T14:15:51.690Z"
"66","28","86","1.4 meters above ground","2012-01-19T14:15:51.690Z"
"66","28","87","Texas Electronic TE525WS-L, 8? rain gage with CS705 precipitation adapter for snow fall.","2012-01-19T14:15:51.673Z"
"66","28","88","The weather station is solar powered using a Solarex MSX-20 20 watt solar module including a 12V charger and regulator and 12 AH lead acid battery.  The
system was supplied by Campbell Scientific Inc., contact Doug Bryson, 435-750-9549. 
The data logger is supplied by Campbell Scientific CR10X-1M data logger with 1 megabyte memory storage module and PC208W Windows data logging
software.
The enclosure and tower is a Campbell Scientific ENC 12/14 (12? X 14? weather proof enclosure), CM10 (10? tripod, grounding kit and CM10 guy wire kit.","2012-01-19T14:15:51.690Z"
"66","28","89","","2012-01-19T14:15:51.690Z"
"66","28","90","","2012-01-19T14:15:51.673Z"
"66","28","91","0","2012-01-19T14:15:51.673Z"
"66","28","92","200","2012-01-19T14:15:51.690Z"
"66","28","93","March 27, 2000","2012-01-19T14:20:09.516Z"
"66","28","94","July 30, 2007","2012-01-19T14:20:09.516Z"
"66","28","95","5 seconds","2012-01-19T14:20:09.516Z"
"66","28","96","15 minute","2012-01-19T14:20:09.516Z"
"66","28","97","+/- 2%","2012-01-19T14:20:09.516Z"
"66","28","98","2 meters","2012-01-19T14:20:09.516Z"
"66","28","99","Vaisala HMP45C temperature and humidity sensor with solar radiation shield.","2012-01-19T14:20:09.516Z"
"66","28","100","The weather station is solar powered using a Solarex MSX-20 20 watt solar module including a 12V charger and regulator and 12 AH lead acid battery.  The
system was supplied by Campbell Scientific Inc., contact Doug Bryson, 435-750-9549. 
The data logger is supplied by Campbell Scientific CR10X-1M data logger with 1 megabyte memory storage module and PC208W Windows data logging
software.
The enclosure and tower is a Campbell Scientific ENC 12/14 (12? X 14? weather proof enclosure), CM10 (10? tripod, grounding kit and CM10 guy wire kit.","2012-01-19T14:20:09.516Z"
