"parent_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name","child1_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name","child2_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name","child3_res_site_id","site_id","res_site_parent_id","res_site_code","res_site_name"
335,41,35,CARPINTERI,Carpinteria Creek,347,41,335,"11119500",CARPINTERIA C NR CARPINTERIA CA (USGS),,,,,,,,,,
471,3,468,CarrollPk,Gwynns Falls at Rt 1/Carroll Park (USGS 01589352),,,,,,,,,,,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,146,5,6,ARF,ARF Temperature Station,,,,,,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,139,5,6,NFC,North Fork Caspar Creek Watershed,140,5,139,NFC,North Fork Caspar Creek,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,143,5,6,NFC408,North Fork Caspar Creek 408 Precipitation Station,,,,,,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,144,5,6,NFC620,North Fork Caspar Creek 620 Precipitation Station,,,,,,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,147,5,6,QUE,QUE Temperature Station,,,,,,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,141,5,6,SFC,South Fork Caspar Creek Watershed,142,5,141,SFC,South Fork Caspar Creek,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,145,5,6,SFC620,South Fork Caspar Creek 620 Precipitation Station,,,,,,,,,,
6,5,,CAS,Caspar Creek Experimental Watersheds,148,5,6,SOLAR,Solar Radiation,,,,,,,,,,
656,7,651,Catalooche,"Cataloochee Creek near Cataloochee, NC (USGS 03460000)",,,,,,,,,,,,,,,
411,44,,CBE,Coosawhatchie Bottomland Ecosystem,,,,,,,,,,,,,,,
168,13,167,CC,Cottonwood Creek,,,,,,,,,,,,,,,
410,6,7,CC2,Cedar Creek 2,,,,,,,,,,,,,,,
608,17,20,CCALITBRG ,NPP Creosotebush: Caliche site rain gauge                                                           ,,,,,,,,,,,,,,,
679,59,,CCE,California Current Ecosystem,683,59,679,Lindbergh ,Lindbergh NOAA NESDIS Climate Station,,,,,,,,,,
167,13,16,CCWS,Cottonwood Creek Watershed,168,13,167,CC,Cottonwood Creek,,,,,,,,,,
7,6,,CDR,Cedar Creek Ecosystem Science Reserve,410,6,7,CC2,Cedar Creek 2,,,,,,,,,,
518,1,1,CENMET,Central Meteorological Station,,,,,,,,,,,,,,,
609,17,20,CGRAVTBRG ,NPP Creosotebush: Gravel site rain gauge                                                            ,,,,,,,,,,,,,,,
56,22,25,COHM,Commonwealth Glacier,,,,,,,,,,,,,,,
601,22,588,common_c1,Commonwealth Stream,,,,,,,,,,,,,,,
128,35,127,CONTROL6,Control_6,,,,,,,,,,,,,,,
127,35,39,CONTROL6,Control_6 Watershed,128,35,127,CONTROL6,Control_6,,,,,,,,,,
764,41,763,CP201,Carpinteria at Veddars Ranch,,,,,,,,,,,,,,,
763,41,35,CP201,Carpinteria at Veddars Ranch,764,41,763,CP201,Carpinteria at Veddars Ranch,,,,,,,,,,
659,4,4,CPCRW,Caribou-Poker Creeks Research Watershed,,,,,,,,,,,,,,,
417,4,4,CPEAK,CPEAK,,,,,,,,,,,,,,,
602,22,584,cresc_f8,Crescent Stream,,,,,,,,,,,,,,,
313,4,4,CRREL,CRREL,,,,,,,,,,,,,,,
48,7,8,CS01,Climate Station 01,,,,,,,,,,,,,,,
43,1,1,CS2MET,Climatic Station at WS#2                          ,,,,,,,,,,,,,,,
610,17,20,CSANDTBRG ,NPP Creosotebush: Sand site rain gauge                                                              ,,,,,,,,,,,,,,,
310,4,4,CT1600,CT1600,,,,,,,,,,,,,,,
311,4,4,CT2100,CT2100,,,,,,,,,,,,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,48,7,8,CS01,Climate Station 01,,,,,,,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,380,7,8,WS-08,Watershed 8,381,7,380,WS08,Flume at Watershed 8,,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,84,7,8,WS-18,Watershed 18,85,7,84,WS18,Flume at Watershed 18,,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,86,7,8,WS-27,Watershed 27,87,7,86,WS27,Flume at Watershed 27,,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,650,7,8,WSBryson ,"Tuckasegee River at Bryson City, NC (USGS 03513000) 
",655,7,650,Bryson,"Tuckasegee River at Bryson City, NC (USGS 03513000)",,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,651,7,8,WSCatalooc,"Cataloochee Creek near Cataloochee, NC (USGS 03460000) ",656,7,651,Catalooche,"Cataloochee Creek near Cataloochee, NC (USGS 03460000)",,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,652,7,8,WSLogan ,"Second Broad River Near Logan, NC (USGS 02150495)",657,7,652,Logan,"Second Broad River Near Logan, NC (USGS 02150495)",,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,649,7,8,WSNeedmore,"Little Tennessee River at Needmore, NC (USGS 03503000)",654,7,649,Needmore,"Little Tennessee River at Needmore, NC (USGS 03503000)",,,,,
8,7,,CWT,Coweeta Hydrologic Laboratory,648,7,8,WSPrentiss,"Little Tennessee River near Prentiss, NC (USGS 03500000)",653,7,648,Prentiss,"Little Tennessee River near Prentiss, NC (USGS 03500000)",,,,,
523,26,29,D1,D-1 Meterological Station,,,,,,,,,,,,,,,
632,47,625,D102,Duff Creek 102,,,,,,,,,,,,,,,
120,35,119,D2,D_2,,,,,,,,,,,,,,,
119,35,39,D2,D_2 Watershed,120,35,119,D2,D_2,,,,,,,,,,
289,42,5,DBG ,Desert Botanical Garden ,,,,,,,,,,,,,,,
478,3,475,DeadRun,Dead Run at Franklintown (USGS 01589330),,,,,,,,,,,,,,,
475,3,3,DeadRunWS,Dead Run Watershed,478,3,475,DeadRun,Dead Run at Franklintown (USGS 01589330),,,,,,,,,,
67,32,36,DEEPWELL,Deepwell (40),,,,,,,,,,,,,,,
591,22,584,delta_f10,Delta Stream,,,,,,,,,,,,,,,
124,35,123,DITCH4,Ditch_4,,,,,,,,,,,,,,,
123,35,39,DITCH4,Ditch_4 Watershed,124,35,123,DITCH4,Ditch_4,,,,,,,,,,
429,3,3,DMH,Inner Harbor,,,,,,,,,,,,,,,
309,40,308,DOCTORTOWN,Doctor Town (USGS),,,,,,,,,,,,,,,
517,49,516,EAST,East Gauging Station,,,,,,,,,,,,,,,
136,16,135,EAST300,East_300,,,,,,,,,,,,,,,
135,16,19,EAST300,East_300 Watershed,136,16,135,EAST300,East_300,,,,,,,,,,
122,35,121,EGGERS3,Eggers_3,,,,,,,,,,,,,,,
121,35,39,EGGERS3,Eggers_3 Watershed,122,35,121,EGGERS3,Eggers_3,,,,,,,,,,
766,41,765,EL201,El Capitan at State Beach,,,,,,,,,,,,,,,
765,41,35,EL201,El Capitan at State Beach,766,41,765,EL201,El Capitan at State Beach,,,,,,,,,,
73,11,70,ELOUI,East St. Louis Creek,,,,,,,,,,,,,,,
70,11,13,ELOUI,East St. Louis Creek Watershed,73,11,70,ELOUI,East St. Louis Creek,,,,,,,,,,
70,11,13,ELOUI,East St. Louis Creek Watershed,74,11,70,LFADJ,Lower Fool Creek,,,,,,,,,,
403,20,23,ELVERDE,El Verde Log,,,,,,,,,,,,,,,
9,8,,ENT,Entiat Experimental Forest,111,8,9,"18",Weir Gauge #18,,,,,,,,,,
9,8,,ENT,Entiat Experimental Forest,113,8,9,"2",Weir Gauge #2,,,,,,,,,,
9,8,,ENT,Entiat Experimental Forest,110,8,9,"7",Weir Gauge #7,,,,,,,,,,
9,8,,ENT,Entiat Experimental Forest,112,8,9,"8",Weir Gauge #8,,,,,,,,,,
9,8,,ENT,Entiat Experimental Forest,104,8,9,Burns,Burns Watershed,105,8,104,Burns,Burns,,,,,
9,8,,ENT,Entiat Experimental Forest,106,8,9,Fox,Fox Watershed,107,8,106,Fox,Fox,,,,,
9,8,,ENT,Entiat Experimental Forest,108,8,9,McCree,McCree Watershed,109,8,108,McCree,McCree,,,,,
358,20,23,ES,RIO ESPIRITU SANTO ,365,20,358,ES50063800,RIO ESPIRITU SANTO (USGS),,,,,,,,,,
358,20,23,ES,RIO ESPIRITU SANTO ,406,20,358,QP,Quebrada Prieta,407,20,406,QPRIETA ,Quebrada Prieta,,,,,
365,20,358,ES50063800,RIO ESPIRITU SANTO (USGS),,,,,,,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,434,39,431,C111_S18C,CANAL_111_S-18-C_FLORIDACITY (USGS 2290769),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,437,39,431,LEVEE31_1,LEVEE_31_NORTH_EXT_AT_1MILE_WESTMIAMI (USGS 22907647),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,438,39,431,LEVEE31_3,LEVEE_31_NORTH_EXT_AT_3MILE_WESTMIAMI  (USGS 2290765),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,439,39,431,LEVEE31_4,LEVEE_31_NORTH_EXT_AT_4MILE_WESTMIAMI (USGS 2290766),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,440,39,431,LEVEE31_5,LEVEE_31_NORTH_EXT_AT_5MILE_WESTMIAMI (USGS 2290767),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,441,39,431,LEVEE31_7,LEVEE_31_NORTH_EXT_AT_7MILE_WESTMIAMI (USGS 2290768),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,458,39,431,TAM_S12A,TAMIAMI_CANAL_AT_S-12-A (USGS 254543080491101),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,459,39,431,TAM_S12B,TAMIAMI_CANAL_AT_S-12-B (USGS 2289019),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,463,39,431,TAM_S12C,TAMIAMI_CANAL_BELOW_S-12-C (USGS 2289041),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,460,39,431,TAM_S12D,TAMIAMI_CANAL_AT_S-12-D (USGS 254543080405401),,,,,,,,,,
431,39,10,ESECA,Everglades and Southeastern Coastal Area,448,39,431,WELLFIELD,NW_WELLFIELD_CANAL_NR_DADE_BROWARD_LEVEE_NR_PENN (USGS 2287497),,,,,,,,,,
79,39,10,Everglades,Everglades NOAA,,,,,,,,,,,,,,,
421,20,23,EVFSTower,El Verde Tower,,,,,,,,,,,,,,,
783,20,23,EVRAIN,El Verde Rainfall,,,,,,,,,,,,,,,
53,20,23,EVROOF,El Verde Roof,,,,,,,,,,,,,,,
512,22,25,EXEM,Explorers Cove,,,,,,,,,,,,,,,
223,10,12,FC1,FC1 Watershed,227,10,223,FC1F,FC1F,,,,,,,,,,
227,10,223,FC1F,FC1F,,,,,,,,,,,,,,,
224,10,12,FC2,FC2 Watershed,228,10,224,FC2F,FC2F,,,,,,,,,,
228,10,224,FC2F,FC2F,,,,,,,,,,,,,,,
225,10,12,FC3,FC3 Watershed,229,10,225,FC3F,FC3F,,,,,,,,,,
229,10,225,FC3F,FC3F,,,,,,,,,,,,,,,
226,10,12,FC4,FC4 Watershed,230,10,226,FC4F,FC4F,,,,,,,,,,
230,10,226,FC4F,FC4F,,,,,,,,,,,,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,434,39,431,C111_S18C,CANAL_111_S-18-C_FLORIDACITY (USGS 2290769),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,437,39,431,LEVEE31_1,LEVEE_31_NORTH_EXT_AT_1MILE_WESTMIAMI (USGS 22907647),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,438,39,431,LEVEE31_3,LEVEE_31_NORTH_EXT_AT_3MILE_WESTMIAMI  (USGS 2290765),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,439,39,431,LEVEE31_4,LEVEE_31_NORTH_EXT_AT_4MILE_WESTMIAMI (USGS 2290766),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,440,39,431,LEVEE31_5,LEVEE_31_NORTH_EXT_AT_5MILE_WESTMIAMI (USGS 2290767),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,441,39,431,LEVEE31_7,LEVEE_31_NORTH_EXT_AT_7MILE_WESTMIAMI (USGS 2290768),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,458,39,431,TAM_S12A,TAMIAMI_CANAL_AT_S-12-A (USGS 254543080491101),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,459,39,431,TAM_S12B,TAMIAMI_CANAL_AT_S-12-B (USGS 2289019),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,463,39,431,TAM_S12C,TAMIAMI_CANAL_BELOW_S-12-C (USGS 2289041),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,460,39,431,TAM_S12D,TAMIAMI_CANAL_AT_S-12-D (USGS 254543080405401),,,,,
10,39,,FCE,Florida Coastal Everglades,431,39,10,ESECA,Everglades and Southeastern Coastal Area,448,39,431,WELLFIELD,NW_WELLFIELD_CANAL_NR_DADE_BROWARD_LEVEE_NR_PENN (USGS 2287497),,,,,
10,39,,FCE,Florida Coastal Everglades,79,39,10,Everglades,Everglades NOAA,,,,,,,,,,
10,39,,FCE,Florida Coastal Everglades,784,39,10,Flamingo,Flamingo Watershed,785,39,784,Flamingo_R,"FLAMINGO RANGER STATION, FL US (USC00083020)",,,,,
10,39,,FCE,Florida Coastal Everglades,80,39,10,FlamingoRS,Flamingo Ranger Station NOAA,,,,,,,,,,
10,39,,FCE,Florida Coastal Everglades,81,39,10,MIA,Miami Internation Airport NOAA,,,,,,,,,,
10,39,,FCE,Florida Coastal Everglades,787,39,10,MIA_W,MIA Watershed,789,39,787,MIA_G,"MIAMI INTERNATIONAL AIRPORT, FL US (USW00012839)",,,,,
10,39,,FCE,Florida Coastal Everglades,786,39,10,RoyalPalm,RoyalPalm Watershed,788,39,786,RoyalPalmS,"ROYAL PALM RANGER STATION, FL US (USC00087760)",,,,,
10,39,,FCE,Florida Coastal Everglades,82,39,10,RoyalPalmR,Royal Palm Ranger Station NOAA,,,,,,,,,,
10,39,,FCE,Florida Coastal Everglades,83,39,10,Tavernier,Tavernier NOAA,,,,,,,,,,
10,39,,FCE,Florida Coastal Everglades,432,39,10,Undefined,Undefined Everglades area,,,,,,,,,,
11,9,,FER,Fernow Experimental Forest,103,9,11,STATIONB,Camp Hollow Station B,,,,,,,,,,
11,9,,FER,Fernow Experimental Forest,89,9,11,WS1,Watershed 1,90,9,89,WS1,Watershed 1,,,,,
11,9,,FER,Fernow Experimental Forest,91,9,11,WS2,Watershed 2,92,9,91,WS2,Watershed 2,,,,,
11,9,,FER,Fernow Experimental Forest,93,9,11,WS3,Watershed 3,94,9,93,WS3,Watershed 3,,,,,
11,9,,FER,Fernow Experimental Forest,95,9,11,WS4,Watershed 4,96,9,95,WS4,Watershed 4,,,,,
11,9,,FER,Fernow Experimental Forest,97,9,11,WS5,Watershed 5,98,9,97,WS5,Watershed 5,,,,,
11,9,,FER,Fernow Experimental Forest,99,9,11,WS6,Watershed 6,100,9,99,WS6,Watershed 6,,,,,
11,9,,FER,Fernow Experimental Forest,101,9,11,WS7,Watershed 7,102,9,101,WS7,Watershed 7,,,,,
255,32,36,FIELDSTN,Field Station (01),,,,,,,,,,,,,,,
88,15,18,Fisher,Fisher Meteorological Station,,,,,,,,,,,,,,,
293,32,36,FIVEPOINTS,Five Points (49),,,,,,,,,,,,,,,
784,39,10,Flamingo,Flamingo Watershed,785,39,784,Flamingo_R,"FLAMINGO RANGER STATION, FL US (USC00083020)",,,,,,,,,,
785,39,784,Flamingo_R,"FLAMINGO RANGER STATION, FL US (USC00083020)",,,,,,,,,,,,,,,
80,39,10,FlamingoRS,Flamingo Ranger Station NOAA,,,,,,,,,,,,,,,
12,10,,FLE,Fleming Creek Watersheds,223,10,12,FC1,FC1 Watershed,227,10,223,FC1F,FC1F,,,,,
12,10,,FLE,Fleming Creek Watersheds,224,10,12,FC2,FC2 Watershed,228,10,224,FC2F,FC2F,,,,,
12,10,,FLE,Fleming Creek Watersheds,225,10,12,FC3,FC3 Watershed,229,10,225,FC3F,FC3F,,,,,
12,10,,FLE,Fleming Creek Watersheds,226,10,12,FC4,FC4 Watershed,230,10,226,FC4F,FC4F,,,,,
698,60,693,Forks,Forks (452913)  ,,,,,,,,,,,,,,,
695,60,693,Forks_1E,Forks 1 E (452914) ,,,,,,,,,,,,,,,
107,8,106,Fox,Fox,,,,,,,,,,,,,,,
106,8,9,Fox,Fox Watershed,107,8,106,Fox,Fox,,,,,,,,,,
278,4,4,FP1A,FP1A,,,,,,,,,,,,,,,
279,4,4,FP2A,FP2A,,,,,,,,,,,,,,,
280,4,4,FP3A,FP3A,,,,,,,,,,,,,,,
281,4,4,FP4A,FP4A,,,,,,,,,,,,,,,
282,4,4,FP5A,FP5A,,,,,,,,,,,,,,,
286,4,4,FP5C,FP5C,,,,,,,,,,,,,,,
13,11,,FRA,Fraser Experimental Forest,70,11,13,ELOUI,East St. Louis Creek Watershed,73,11,70,ELOUI,East St. Louis Creek,,,,,
13,11,,FRA,Fraser Experimental Forest,70,11,13,ELOUI,East St. Louis Creek Watershed,74,11,70,LFADJ,Lower Fool Creek,,,,,
13,11,,FRA,Fraser Experimental Forest,72,11,13,HQ3,Headquarters,,,,,,,,,,
13,11,,FRA,Fraser Experimental Forest,71,11,13,LFADJ,Lower Fool Creek Watershed,,,,,,,,,,
57,22,25,FRLM,Lake Fryxell,,,,,,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,590,22,584,aiken_f5,Aiken Creek,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,589,22,584,canada_f1,Canada Stream,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,602,22,584,cresc_f8,Crescent Stream,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,591,22,584,delta_f10,Delta Stream,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,592,22,584,green_f9,Green Creek,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,593,22,584,harnish_f7,Harnish Creek (F7),,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,594,22,584,huey_f2,Huey Creak,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,603,22,584,lostsl_f3,Lost Seal Stream,,,,,,,,,,
584,22,25,Fryxell ,Fryxell Basin,604,22,584,vguer_f6,Von Guerard Stream,,,,,,,,,,
562,53,,FSH,TERN - Fushan,568,53,562,Fushan,Fushan,,,,,,,,,,
568,53,562,Fushan,Fushan,,,,,,,,,,,,,,,
565,51,560,G2L02,Chia-yi Litchi Orchard,,,,,,,,,,,,,,,
564,51,560,G2M35,Chi-ko Branch Farm,,,,,,,,,,,,,,,
344,41,35,GAVIOTA,Gaviota Creek,356,41,344,"11120550",GAVIOTA C NR GAVIOTA CA (USGS),,,,,,,,,,
611,17,20,GBASNTBRG ,NPP Grassland: Basin site rain gauge                                                                ,,,,,,,,,,,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,724,40,14,Alt_Baxley,Alt_Baxley watershed,728,40,724,Alt_Baxley,Alt_Baxley  (USGS 02225000) ,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,308,40,14,Altamaha,Altamaha River Basin,309,40,308,DOCTORTOWN,Doctor Town (USGS),,,,,
14,40,,GCE,Georgia Coastal Ecosystems,729,40,14,Baxley ,Baxley (NWS),,,,,,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,730,40,14,Brunswick ,Brunswick  (NWS) ,,,,,,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,731,40,14,Glennville,Glennville  (NWS),,,,,,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,307,40,14,HUDSONCRK,Hudson Creek,,,,,,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,732,40,14,Jesup ,Jesup  (NWS),,,,,,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,76,40,14,ML,Marsh landiing,,,,,,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,723,40,14,Ocmulgee ,Ocmulgee  watershed,727,40,723,Ocmulgee,Ocmulgee (USGS 02215500) ,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,721,40,14,Oconee,Oconee watershed,725,40,721,Oconee ,Oconee  (USGS 02223500) ,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,722,40,14,Ohoopee,Ohoopee watershed,726,40,722,Ohoopee,Ohoopee  (USGS 02225500) ,,,,,
14,40,,GCE,Georgia Coastal Ecosystems,77,40,14,UGAMI,University of Georiga Marine Institute Met Station,,,,,,,,,,
66,28,31,GDA,Governor Dummer,,,,,,,,,,,,,,,
612,17,20,GIBPETBRG ,NPP Grassland: IBP exclosure site rain gauge                                                        ,,,,,,,,,,,,,,,
716,32,36,Gila,Gila Watershed,720,32,716,Gila_R,Gila River (USGS 9430500),,,,,,,,,,
712,32,36,Gila_R,Gila River (USGS 9430500),,,,,,,,,,,,,,,
720,32,716,Gila_R,Gila River (USGS 9430500),,,,,,,,,,,,,,,
409,26,408,GL4,Green Lakes 4,,,,,,,,,,,,,,,
15,12,,GLA,Glacier Lakes Ecosystem Experiments Site,,,,,,,,,,,,,,,
731,40,14,Glennville,Glennville  (NWS),,,,,,,,,,,,,,,
469,3,468,Glyndon ,Gwynns Falls at Glyndon (USGS 01589180 ),,,,,,,,,,,,,,,
16,13,,GRE,Great Basin Experimental Range,167,13,16,CCWS,Cottonwood Creek Watershed,168,13,167,CC,Cottonwood Creek,,,,,
16,13,,GRE,Great Basin Experimental Range,169,13,16,PH,Power Plant,,,,,,,,,,
592,22,584,green_f9,Green Creek,,,,,,,,,,,,,,,
166,1,165,GSLOOK,Lookout Creek Gauging Station (USGS 14161500),,,,,,,,,,,,,,,
164,1,163,GSMACK,Mack Creek Gauging Station,,,,,,,,,,,,,,,
613,17,20,GSUMMTBRG ,NPP Grassland: Summerford Mountain site rain gauge                                                  ,,,,,,,,,,,,,,,
75,1,44,GSWS01,GSWS01,,,,,,,,,,,,,,,
150,1,149,GSWS02,GSWS02,,,,,,,,,,,,,,,
152,1,151,GSWS03,GSWS03,,,,,,,,,,,,,,,
154,1,153,GSWS06,GSWS06,,,,,,,,,,,,,,,
156,1,155,GSWS07,GSWS07,,,,,,,,,,,,,,,
158,1,157,GSWS08,GSWS08,,,,,,,,,,,,,,,
160,1,159,GSWS09,GSWS09,,,,,,,,,,,,,,,
183,14,174,GSWS1,Watershed 1,,,,,,,,,,,,,,,
162,1,161,GSWS10,GSWS10,,,,,,,,,,,,,,,
184,14,175,GSWS2,Watershed 2,,,,,,,,,,,,,,,
185,14,176,GSWS3,Watershed 3,,,,,,,,,,,,,,,
186,14,177,GSWS4,Watershed 4,,,,,,,,,,,,,,,
187,14,178,GSWS5,Watershed 5,,,,,,,,,,,,,,,
188,14,179,GSWS6,Watershed 6,,,,,,,,,,,,,,,
189,14,180,GSWS7,Watershed 7,,,,,,,,,,,,,,,
190,14,181,GSWS8,Watershed 8,,,,,,,,,,,,,,,
191,14,182,GSWS9,Watershed 9,,,,,,,,,,,,,,,
566,52,561,Guanshan,Guanshan,,,,,,,,,,,,,,,
131,35,39,GUARDSTA,Guard Station,,,,,,,,,,,,,,,
747,18,21,GULLAKE,Gull Lake Biological Station COOP (NWS),,,,,,,,,,,,,,,
680,58,678,GUMPM,Gump Meteorological Station,,,,,,,,,,,,,,,
681,58,678,GUMPR,Gump Reef,,,,,,,,,,,,,,,
758,41,751,GV01,Gaviota Creek at Hwy 101 South Rest Stop,,,,,,,,,,,,,,,
751,41,35,GV01,Gaviota Creek at Hwy 101 South Rest Stop,758,41,751,GV01,Gaviota Creek at Hwy 101 South Rest Stop,,,,,,,,,,
768,41,767,GV202,Gaviota at Las Cruces School,,,,,,,,,,,,,,,
767,41,35,GV202,Gaviota at Las Cruces School,768,41,767,GV202,Gaviota at Las Cruces School,,,,,,,,,,
470,3,468,Gwynnbrook,Gwynns Falls at Gwynnbrook/Delight (USGS 01589197),,,,,,,,,,,,,,,
575,3,468,GwynnsRun,Gwynns Run at Gwynns Falls (USGS 158935180),,,,,,,,,,,,,,,
468,3,3,GwynnsWS,Gwynns Falls Watershed,471,3,468,CarrollPk,Gwynns Falls at Rt 1/Carroll Park (USGS 01589352),,,,,,,,,,
468,3,3,GwynnsWS,Gwynns Falls Watershed,469,3,468,Glyndon ,Gwynns Falls at Glyndon (USGS 01589180 ),,,,,,,,,,
468,3,3,GwynnsWS,Gwynns Falls Watershed,470,3,468,Gwynnbrook,Gwynns Falls at Gwynnbrook/Delight (USGS 01589197),,,,,,,,,,
468,3,3,GwynnsWS,Gwynns Falls Watershed,575,3,468,GwynnsRun,Gwynns Run at Gwynns Falls (USGS 158935180),,,,,,,,,,
468,3,3,GwynnsWS,Gwynns Falls Watershed,476,3,468,VillaNova,Gwynns Falls at Villa Nova (USGS 01589300),,,,,,,,,,
519,1,1,H15MET,Hi-15 Meteorological Station,,,,,,,,,,,,,,,
569,54,,HAE,"TERN - High Altitude Experimental Station, TESRI
",570,54,569,HAES01,Sha Fon Kou,,,,,,,,,,
570,54,569,HAES01,Sha Fon Kou,,,,,,,,,,,,,,,
593,22,584,harnish_f7,Harnish Creek (F7),,,,,,,,,,,,,,,
17,14,,HBR,Hubbard Brook,479,14,17,RG_1,Rain Gauge 1,,,,,,,,,,
17,14,,HBR,Hubbard Brook,488,14,17,RG_10,Rain Gauge 10,,,,,,,,,,
17,14,,HBR,Hubbard Brook,489,14,17,RG_11,Rain Gauge11,,,,,,,,,,
17,14,,HBR,Hubbard Brook,490,14,17,RG_12,Rain Gauge 12,,,,,,,,,,
17,14,,HBR,Hubbard Brook,491,14,17,RG_13,Rain Gauge 13,,,,,,,,,,
17,14,,HBR,Hubbard Brook,492,14,17,RG_14,Rain Gauge 14,,,,,,,,,,
17,14,,HBR,Hubbard Brook,493,14,17,RG_15,Rain Gauge15,,,,,,,,,,
17,14,,HBR,Hubbard Brook,494,14,17,RG_16,Rain Gauge 16,,,,,,,,,,
17,14,,HBR,Hubbard Brook,495,14,17,RG_17,Rain Gauge17,,,,,,,,,,
17,14,,HBR,Hubbard Brook,496,14,17,RG_18,Rain Gauge18,,,,,,,,,,
17,14,,HBR,Hubbard Brook,497,14,17,RG_19,Rain Gauge 19,,,,,,,,,,
17,14,,HBR,Hubbard Brook,480,14,17,RG_2,Rain Gauge 2,,,,,,,,,,
17,14,,HBR,Hubbard Brook,498,14,17,RG_20,Rain Gauge 20,,,,,,,,,,
17,14,,HBR,Hubbard Brook,499,14,17,RG_21,Rain Gauge 21,,,,,,,,,,
17,14,,HBR,Hubbard Brook,500,14,17,RG_22,Rain Gauge 22,,,,,,,,,,
17,14,,HBR,Hubbard Brook,501,14,17,RG_23,Rain Gauge 23,,,,,,,,,,
17,14,,HBR,Hubbard Brook,502,14,17,RG_24,Rain Gauge 24,,,,,,,,,,
17,14,,HBR,Hubbard Brook,503,14,17,RG_25,Rain Gauge 25,,,,,,,,,,
17,14,,HBR,Hubbard Brook,481,14,17,RG_3,Rain Gauge 3,,,,,,,,,,
