site_name,res_site_id,site_id,res_site_parent_id,res_site_code,res_site_name,descriptor_type_name,descriptor_value,descriptor_type_unit
Florida Coastal Everglades,82,39,10,RoyalPalmR,Royal Palm Ranger Station NOAA,Longitude,-80.6,decimal degrees
Florida Coastal Everglades,788,39,786,RoyalPalmS,ROYAL PALM RANGER STATION  FL US (USC00087760),Latitude,25.3866,decimal degrees
Florida Coastal Everglades,788,39,786,RoyalPalmS,ROYAL PALM RANGER STATION  FL US (USC00087760),Longitude,-80.5936,decimal degrees
Florida Coastal Everglades,458,39,431,TAM_S12A,TAMIAMI_CANAL_AT_S-12-A (USGS 254543080491101),Latitude,25.7619,decimal degrees
Florida Coastal Everglades,458,39,431,TAM_S12A,TAMIAMI_CANAL_AT_S-12-A (USGS 254543080491101),Longitude,-80.8197,decimal degrees
Florida Coastal Everglades,459,39,431,TAM_S12B,TAMIAMI_CANAL_AT_S-12-B (USGS 2289019),Latitude,25.7611,decimal degrees
Florida Coastal Everglades,459,39,431,TAM_S12B,TAMIAMI_CANAL_AT_S-12-B (USGS 2289019),Longitude,-80.7681,decimal degrees
Florida Coastal Everglades,460,39,431,TAM_S12D,TAMIAMI_CANAL_AT_S-12-D (USGS 254543080405401),Latitude,25.7619,decimal degrees
Florida Coastal Everglades,460,39,431,TAM_S12D,TAMIAMI_CANAL_AT_S-12-D (USGS 254543080405401),Longitude,-80.6817,decimal degrees
Florida Coastal Everglades,463,39,431,TAM_S12C,TAMIAMI_CANAL_BELOW_S-12-C (USGS 2289041),Latitude,25.7611,decimal degrees
Florida Coastal Everglades,463,39,431,TAM_S12C,TAMIAMI_CANAL_BELOW_S-12-C (USGS 2289041),Longitude,-80.7261,decimal degrees
Florida Coastal Everglades,83,39,10,Tavernier,Tavernier NOAA,Latitude,25,decimal degrees
Florida Coastal Everglades,83,39,10,Tavernier,Tavernier NOAA,Longitude,-80.5167,decimal degrees
Fraser Experimental Forest,73,11,70,ELOUI,east St. Louis Creek,Latitude,39.8869,decimal degrees
Fraser Experimental Forest,73,11,70,ELOUI,east St. Louis Creek,Longitude,-105.8773,decimal degrees
Fraser Experimental Forest,70,11,13,ELOUI,east St. Louis Creek Watershed,north bounding coordinate,39.9,decimal degrees
Fraser Experimental Forest,70,11,13,ELOUI,east St. Louis Creek Watershed,west bounding coordinate,-105.89,decimal degrees
Fraser Experimental Forest,70,11,13,ELOUI,east St. Louis Creek Watershed,south bounding coordinate,39.84,decimal degrees
Fraser Experimental Forest,70,11,13,ELOUI,east St. Louis Creek Watershed,east bounding coordinate,-105.85,decimal degrees
Fraser Experimental Forest,13,11,,FRA,Fraser Experimental Forest,Site north bounding coordinate,39.93,decimal degree
Fraser Experimental Forest,13,11,,FRA,Fraser Experimental Forest,Site west bounding coordinate,-105.97,decimal degree
Fraser Experimental Forest,13,11,,FRA,Fraser Experimental Forest,Site south bounding coordinate,39.82,decimal degree
Fraser Experimental Forest,13,11,,FRA,Fraser Experimental Forest,Site east bounding coordinate,-105.85,decimal degree
Fraser Experimental Forest,72,11,13,HQ3,Headquarters,Latitude,39.9045,decimal degrees
Fraser Experimental Forest,72,11,13,HQ3,Headquarters,Longitude,-105.883,decimal degrees
Fraser Experimental Forest,74,11,70,LFADJ,Lower Fool Creek,Latitude,39.8919,decimal degrees
Fraser Experimental Forest,74,11,70,LFADJ,Lower Fool Creek,Longitude,-105.8693,decimal degrees
Fraser Experimental Forest,71,11,13,LFADJ,Lower Fool Creek Watershed,north bounding coordinate,39.88,decimal degrees
Fraser Experimental Forest,71,11,13,LFADJ,Lower Fool Creek Watershed,west bounding coordinate,-105.87,decimal degrees
Fraser Experimental Forest,71,11,13,LFADJ,Lower Fool Creek Watershed,south bounding coordinate,39.86,decimal degrees
Fraser Experimental Forest,71,11,13,LFADJ,Lower Fool Creek Watershed,east bounding coordinate,-105.85,decimal degrees
Georgia Coastal Ecosystems,728,40,724,Alt_Baxley,Alt_Baxley  (USGS 02225000) ,Latitude,31.93908,decimal degrees
Georgia Coastal Ecosystems,728,40,724,Alt_Baxley,Alt_Baxley  (USGS 02225000) ,Longitude,-82.35346,decimal degrees
Georgia Coastal Ecosystems,308,40,14,Altamaha,Altamaha River Basin,north bounding coordinate,34.38555,decimal degrees
Georgia Coastal Ecosystems,308,40,14,Altamaha,Altamaha River Basin,west bounding coordinate,-84.438334,decimal degrees
Georgia Coastal Ecosystems,308,40,14,Altamaha,Altamaha River Basin,south bounding coordinate,31.315563,decimal degrees
Georgia Coastal Ecosystems,308,40,14,Altamaha,Altamaha River Basin,east bounding coordinate,-81.506075,decimal degrees
Georgia Coastal Ecosystems,729,40,14,Baxley ,Baxley (NWS),Latitude,31.84139,decimal degrees
Georgia Coastal Ecosystems,729,40,14,Baxley ,Baxley (NWS),Longitude,-82.37556,decimal degrees
Georgia Coastal Ecosystems,730,40,14,Brunswick ,Brunswick  (NWS) ,Latitude,31.1681,decimal degrees
Georgia Coastal Ecosystems,730,40,14,Brunswick ,Brunswick  (NWS) ,Longitude,-81.5022,decimal degrees
Georgia Coastal Ecosystems,309,40,308,DOCTORTOWN,Doctor Town (USGS),Latitude,31.654444,decimal degrees
Georgia Coastal Ecosystems,309,40,308,DOCTORTOWN,Doctor Town (USGS),Longitude,-81.828056,decimal degrees
Georgia Coastal Ecosystems,14,40,,GCE,Georgia Coastal Ecosystems,Site north bounding coordinate,31.56384,decimal degree
Georgia Coastal Ecosystems,14,40,,GCE,Georgia Coastal Ecosystems,Site west bounding coordinate,-81.586458,decimal degree
Georgia Coastal Ecosystems,14,40,,GCE,Georgia Coastal Ecosystems,Site south bounding coordinate,31.170266,decimal degree
Georgia Coastal Ecosystems,14,40,,GCE,Georgia Coastal Ecosystems,Site east bounding coordinate,-81.151037,decimal degree
Georgia Coastal Ecosystems,731,40,14,Glennville,Glennville  (NWS),Latitude,31.988,decimal degrees
Georgia Coastal Ecosystems,731,40,14,Glennville,Glennville  (NWS),Longitude,-81.9522,decimal degrees
Georgia Coastal Ecosystems,307,40,14,HUDSONCRK,Hudson Creek,Latitude,31.453333,decimal degrees
Georgia Coastal Ecosystems,307,40,14,HUDSONCRK,Hudson Creek,Longitude,-81.363056,decimal degrees
Georgia Coastal Ecosystems,732,40,14,Jesup ,Jesup  (NWS),Latitude,31.5075,decimal degrees
Georgia Coastal Ecosystems,732,40,14,Jesup ,Jesup  (NWS),Longitude,-81.8628,decimal degrees
Georgia Coastal Ecosystems,76,40,14,ML,Marsh landiing,Latitude,31.417778,decimal degrees
Georgia Coastal Ecosystems,76,40,14,ML,Marsh landiing,Longitude,-81.296111,decimal degrees
Georgia Coastal Ecosystems,727,40,723,Ocmulgee,Ocmulgee (USGS 02215500) ,Latitude,31.92018,decimal degrees
Georgia Coastal Ecosystems,727,40,723,Ocmulgee,Ocmulgee (USGS 02215500) ,Longitude,-82.67403,decimal degrees
Georgia Coastal Ecosystems,725,40,721,Oconee ,Oconee  (USGS 02223500) ,Latitude,32.54461,decimal degrees
Georgia Coastal Ecosystems,725,40,721,Oconee ,Oconee  (USGS 02223500) ,Longitude,-82.89459,decimal degrees
Georgia Coastal Ecosystems,726,40,722,Ohoopee,Ohoopee  (USGS 02225500) ,Latitude,32.07853,decimal degrees
Georgia Coastal Ecosystems,726,40,722,Ohoopee,Ohoopee  (USGS 02225500) ,Longitude,-82.17734,decimal degrees
Georgia Coastal Ecosystems,77,40,14,UGAMI,University of Georiga Marine Institute Met Station,Latitude,31.3972,decimal degrees
Georgia Coastal Ecosystems,77,40,14,UGAMI,University of Georiga Marine Institute Met Station,Longitude,-81.2811,decimal degrees
H.J. Andrews Experimental Forest,518,1,1,CENMET,Central Meteorological Station,Latitude,44.243306,decimal degrees
H.J. Andrews Experimental Forest,518,1,1,CENMET,Central Meteorological Station,Longitude,-122.141611,decimal degrees
H.J. Andrews Experimental Forest,43,1,1,CS2MET,Climatic Station at WS#2                          ,Latitude,44.214875,decimal degrees
H.J. Andrews Experimental Forest,43,1,1,CS2MET,Climatic Station at WS#2                          ,Longitude,-122.249053,decimal degrees
H.J. Andrews Experimental Forest,75,1,44,GSWS01,GSWS01,Latitude,44.20733954,decimal degrees
H.J. Andrews Experimental Forest,75,1,44,GSWS01,GSWS01,Longitude,-122.2569646,decimal degrees
H.J. Andrews Experimental Forest,150,1,149,GSWS02,GSWS02,Latitude,44.21216403,decimal degrees
H.J. Andrews Experimental Forest,150,1,149,GSWS02,GSWS02,Longitude,-122.2437421,decimal degrees
H.J. Andrews Experimental Forest,152,1,151,GSWS03,GSWS03,Latitude,44.21951977,decimal degrees
H.J. Andrews Experimental Forest,152,1,151,GSWS03,GSWS03,Longitude,-122.2417193,decimal degrees
H.J. Andrews Experimental Forest,154,1,153,GSWS06,GSWS06,Latitude,44.26160362,decimal degrees
H.J. Andrews Experimental Forest,154,1,153,GSWS06,GSWS06,Longitude,-122.1796076,decimal degrees
H.J. Andrews Experimental Forest,156,1,155,GSWS07,GSWS07,Latitude,44.26477809,decimal degrees
H.J. Andrews Experimental Forest,156,1,155,GSWS07,GSWS07,Longitude,-122.174105,decimal degrees
H.J. Andrews Experimental Forest,158,1,157,GSWS08,GSWS08,Latitude,44.26618583,decimal degrees
H.J. Andrews Experimental Forest,158,1,157,GSWS08,GSWS08,Longitude,-122.169586,decimal degrees
H.J. Andrews Experimental Forest,160,1,159,GSWS09,GSWS09,Latitude,44.2013659,decimal degrees
H.J. Andrews Experimental Forest,160,1,159,GSWS09,GSWS09,Longitude,-122.2576599,decimal degrees
H.J. Andrews Experimental Forest,162,1,161,GSWS10,GSWS10,Latitude,44.21718584,decimal degrees
H.J. Andrews Experimental Forest,162,1,161,GSWS10,GSWS10,Longitude,-122.2599328,decimal degrees
H.J. Andrews Experimental Forest,1,1,,AND,H.J. Andrews Experimental Forest,Site north bounding coordinate,44.282118,decimal degree
H.J. Andrews Experimental Forest,1,1,,AND,H.J. Andrews Experimental Forest,Site west bounding coordinate,-122.260544,decimal degree
H.J. Andrews Experimental Forest,1,1,,AND,H.J. Andrews Experimental Forest,Site south bounding coordinate,44.197854,decimal degree
H.J. Andrews Experimental Forest,1,1,,AND,H.J. Andrews Experimental Forest,Site east bounding coordinate,-122.099675,decimal degree
H.J. Andrews Experimental Forest,519,1,1,H15MET,Hi-15 Meteorological Station,Latitude,44.264217,decimal degrees
H.J. Andrews Experimental Forest,519,1,1,H15MET,Hi-15 Meteorological Station,Longitude,-122.173794,decimal degrees
H.J. Andrews Experimental Forest,166,1,165,GSLOOK,Lookout Creek Gauging Station (USGS 14161500),Latitude,44.21030869,decimal degrees
H.J. Andrews Experimental Forest,166,1,165,GSLOOK,Lookout Creek Gauging Station (USGS 14161500),Longitude,-122.2559783,decimal degrees
H.J. Andrews Experimental Forest,165,1,1,LOOKOUT,Lookout Creek Watershed,north bounding coordinate,44.28226,decimal degrees
H.J. Andrews Experimental Forest,165,1,1,LOOKOUT,Lookout Creek Watershed,west bounding coordinate,-122.258793,decimal degrees
H.J. Andrews Experimental Forest,165,1,1,LOOKOUT,Lookout Creek Watershed,south bounding coordinate,44.201274,decimal degrees
H.J. Andrews Experimental Forest,165,1,1,LOOKOUT,Lookout Creek Watershed,east bounding coordinate,-122.099527,decimal degrees
H.J. Andrews Experimental Forest,164,1,163,GSMACK,Mack Creek Gauging Station,Latitude,44.21947948,decimal degrees
H.J. Andrews Experimental Forest,164,1,163,GSMACK,Mack Creek Gauging Station,Longitude,-122.1661758,decimal degrees
H.J. Andrews Experimental Forest,163,1,1,MACK,Mack Creek Watershed,north bounding coordinate,44.220543,decimal degrees
H.J. Andrews Experimental Forest,163,1,1,MACK,Mack Creek Watershed,west bounding coordinate,-122.172822,decimal degrees
H.J. Andrews Experimental Forest,163,1,1,MACK,Mack Creek Watershed,south bounding coordinate,44.20148,decimal degrees
H.J. Andrews Experimental Forest,163,1,1,MACK,Mack Creek Watershed,east bounding coordinate,-122.126996,decimal degrees
H.J. Andrews Experimental Forest,45,1,1,PRIMET,Primary Meteorological Station,Latitude,44.211844,decimal degrees
H.J. Andrews Experimental Forest,45,1,1,PRIMET,Primary Meteorological Station,Longitude,-122.255889,decimal degrees
H.J. Andrews Experimental Forest,520,1,1,UPLMET,Upper Lookout Meteorological Station,Latitude,44.207211,decimal degrees
H.J. Andrews Experimental Forest,520,1,1,UPLMET,Upper Lookout Meteorological Station,Longitude,-122.119392,decimal degrees
H.J. Andrews Experimental Forest,521,1,1,VANMET,Vanilla Leaf Meteorological Station,Latitude,44.271625,decimal degrees
H.J. Andrews Experimental Forest,521,1,1,VANMET,Vanilla Leaf Meteorological Station,Longitude,-122.149492,decimal degrees
H.J. Andrews Experimental Forest,44,1,1,WS01,Watershed 1,north bounding coordinate,44.208517,decimal degrees
H.J. Andrews Experimental Forest,44,1,1,WS01,Watershed 1,west bounding coordinate,-122.256831,decimal degrees
H.J. Andrews Experimental Forest,44,1,1,WS01,Watershed 1,south bounding coordinate,44.199017,decimal degrees
H.J. Andrews Experimental Forest,44,1,1,WS01,Watershed 1,east bounding coordinate,-122.235813,decimal degrees
H.J. Andrews Experimental Forest,161,1,1,WS10,Watershed 10,north bounding coordinate,44.220152,decimal degrees
H.J. Andrews Experimental Forest,161,1,1,WS10,Watershed 10,west bounding coordinate,-122.259966,decimal degrees
H.J. Andrews Experimental Forest,161,1,1,WS10,Watershed 10,south bounding coordinate,44.216786,decimal degrees
H.J. Andrews Experimental Forest,161,1,1,WS10,Watershed 10,east bounding coordinate,-122.254439,decimal degrees
H.J. Andrews Experimental Forest,149,1,1,WS02,Watershed 2,north bounding coordinate,44.213385,decimal degrees
H.J. Andrews Experimental Forest,149,1,1,WS02,Watershed 2,west bounding coordinate,-122.243976,decimal degrees
H.J. Andrews Experimental Forest,149,1,1,WS02,Watershed 2,south bounding coordinate,44.206178,decimal degrees
H.J. Andrews Experimental Forest,149,1,1,WS02,Watershed 2,east bounding coordinate,-122.229741,decimal degrees
H.J. Andrews Experimental Forest,151,1,1,WS03,Watershed 3,north bounding coordinate,44.219943,decimal degrees
H.J. Andrews Experimental Forest,151,1,1,WS03,Watershed 3,west bounding coordinate,-122.241949,decimal degrees
H.J. Andrews Experimental Forest,151,1,1,WS03,Watershed 3,south bounding coordinate,44.208031,decimal degrees
H.J. Andrews Experimental Forest,151,1,1,WS03,Watershed 3,east bounding coordinate,-122.224022,decimal degrees
H.J. Andrews Experimental Forest,153,1,1,WS06,Watershed 6,north bounding coordinate,44.266808,decimal degrees
H.J. Andrews Experimental Forest,153,1,1,WS06,Watershed 6,west bounding coordinate,-122.18351,decimal degrees
H.J. Andrews Experimental Forest,153,1,1,WS06,Watershed 6,south bounding coordinate,44.261544,decimal degrees
H.J. Andrews Experimental Forest,153,1,1,WS06,Watershed 6,east bounding coordinate,-122.17755,decimal degrees
H.J. Andrews Experimental Forest,155,1,1,WS07,Watershed 7,north bounding coordinate,44.269748,decimal degrees
H.J. Andrews Experimental Forest,155,1,1,WS07,Watershed 7,west bounding coordinate,-122.179209,decimal degrees
H.J. Andrews Experimental Forest,155,1,1,WS07,Watershed 7,south bounding coordinate,44.264579,decimal degrees
H.J. Andrews Experimental Forest,155,1,1,WS07,Watershed 7,east bounding coordinate,-122.173875,decimal degrees
H.J. Andrews Experimental Forest,157,1,1,WS08,Watershed 8,north bounding coordinate,44.273397,decimal degrees
H.J. Andrews Experimental Forest,157,1,1,WS08,Watershed 8,west bounding coordinate,-122.173302,decimal degrees
H.J. Andrews Experimental Forest,157,1,1,WS08,Watershed 8,south bounding coordinate,44.265881,decimal degrees
H.J. Andrews Experimental Forest,157,1,1,WS08,Watershed 8,east bounding coordinate,-122.167183,decimal degrees
H.J. Andrews Experimental Forest,159,1,1,WS09,Watershed 9,north bounding coordinate,44.203933,decimal degrees
H.J. Andrews Experimental Forest,159,1,1,WS09,Watershed 9,west bounding coordinate,-122.257815,decimal degrees
H.J. Andrews Experimental Forest,159,1,1,WS09,Watershed 9,south bounding coordinate,44.20111,decimal degrees
H.J. Andrews Experimental Forest,159,1,1,WS09,Watershed 9,east bounding coordinate,-122.251515,decimal degrees
Harvard Forest,88,15,18,Fisher,Fisher Meteorological Station,Latitude,42.533,decimal degrees
Harvard Forest,88,15,18,Fisher,Fisher Meteorological Station,Longitude,-72.19,decimal degrees
Harvard Forest,18,15,,HFR,Harvard Forest,Site north bounding coordinate,42.55,decimal degree
Harvard Forest,18,15,,HFR,Harvard Forest,Site west bounding coordinate,-72.2,decimal degree
Harvard Forest,18,15,,HFR,Harvard Forest,Site south bounding coordinate,42.53,decimal degree
Harvard Forest,18,15,,HFR,Harvard Forest,Site east bounding coordinate,-72.17,decimal degree
Harvard Forest,78,15,18,Shaler    ,Shaler Meteorological Station ,Latitude,42.53,decimal degrees
Harvard Forest,78,15,18,Shaler    ,Shaler Meteorological Station ,Longitude,-72.19,decimal degrees
Horse Creek Study Watersheds,138,16,19,BUCKMDWS,Buck Meadows,Latitude,45.99028N,decimal degrees
Horse Creek Study Watersheds,138,16,19,BUCKMDWS,Buck Meadows,Longitude,115.44014W,decimal degrees
Horse Creek Study Watersheds,136,16,135,east300,east_300,Latitude,45.98666N,decimal degrees
Horse Creek Study Watersheds,136,16,135,east300,east_300,Longitude,115.33102W,decimal degrees
Horse Creek Study Watersheds,135,16,19,east300,east_300 Watershed,north bounding coordinate,45.98949N,decimal degrees
Horse Creek Study Watersheds,135,16,19,east300,east_300 Watershed,west bounding coordinate,115.43284W,decimal degrees
Horse Creek Study Watersheds,135,16,19,east300,east_300 Watershed,south bounding coordinate,45.95761N,decimal degrees
Horse Creek Study Watersheds,135,16,19,east300,east_300 Watershed,east bounding coordinate,115.32622W,decimal degrees
Horse Creek Study Watersheds,19,16,,HOR,Horse Creek Study Watersheds,Site north bounding coordinate,46.01119N,decimal degree
Horse Creek Study Watersheds,19,16,,HOR,Horse Creek Study Watersheds,Site west bounding coordinate,115.44356W,decimal degree
Horse Creek Study Watersheds,19,16,,HOR,Horse Creek Study Watersheds,Site south bounding coordinate,45.95761N,decimal degree
Horse Creek Study Watersheds,19,16,,HOR,Horse Creek Study Watersheds,Site east bounding coordinate,115.32529W,decimal degree
Horse Creek Study Watersheds,137,16,19,LWHORSE,Lower Horse,Latitude,45.98994N,decimal degrees
Horse Creek Study Watersheds,137,16,19,LWHORSE,Lower Horse,Longitude,115.32677W,decimal degrees
Horse Creek Study Watersheds,134,16,133,MAIN200,Main_200,Latitude,45.99141N,decimal degrees
Horse Creek Study Watersheds,134,16,133,MAIN200,Main_200,Longitude,115.33010W,decimal degrees
Horse Creek Study Watersheds,133,16,19,MAIN200,Main_200 Watershed,north bounding coordinate,46.01119N,decimal degrees
Horse Creek Study Watersheds,133,16,19,MAIN200,Main_200 Watershed,west bounding coordinate,115.44356W,decimal degrees
Horse Creek Study Watersheds,133,16,19,MAIN200,Main_200 Watershed,south bounding coordinate,45.97739N,decimal degrees
Horse Creek Study Watersheds,133,16,19,MAIN200,Main_200 Watershed,east bounding coordinate,115.32529W,decimal degrees
Hubbard Brook,17,14,,HBR,Hubbard Brook,Site north bounding coordinate,43.96226,decimal degree
Hubbard Brook,17,14,,HBR,Hubbard Brook,Site west bounding coordinate,-71.68641,decimal degree
Hubbard Brook,17,14,,HBR,Hubbard Brook,Site south bounding coordinate,43.91596,decimal degree
Hubbard Brook,17,14,,HBR,Hubbard Brook,Site east bounding coordinate,-71.80492,decimal degree
Hubbard Brook,174,14,17,WS1,Watershed 1,north bounding coordinate,43.95927,decimal degrees
Hubbard Brook,174,14,17,WS1,Watershed 1,west bounding coordinate,-71.73133,decimal degrees
Hubbard Brook,174,14,17,WS1,Watershed 1,south bounding coordinate,43.95206,decimal degrees
Hubbard Brook,174,14,17,WS1,Watershed 1,east bounding coordinate,-71.7263,decimal degrees
Hubbard Brook,183,14,174,GSWS1,Watershed 1,Latitude,43.952,decimal degrees
Hubbard Brook,183,14,174,GSWS1,Watershed 1,Longitude,-71.727,decimal degrees
Hubbard Brook,184,14,175,GSWS2,Watershed 2,Latitude,43.953,decimal degrees
Hubbard Brook,184,14,175,GSWS2,Watershed 2,Longitude,-71.724,decimal degrees
Hubbard Brook,175,14,17,WS2,Watershed 2,north bounding coordinate,43.96024,decimal degrees
Hubbard Brook,175,14,17,WS2,Watershed 2,west bounding coordinate,-71.72871,decimal degrees
Hubbard Brook,175,14,17,WS2,Watershed 2,south bounding coordinate,43.95335,decimal degrees
Hubbard Brook,175,14,17,WS2,Watershed 2,east bounding coordinate,-71.72343,decimal degrees
Hubbard Brook,176,14,17,WS3,Watershed 3,north bounding coordinate,43.96214,decimal degrees
Hubbard Brook,176,14,17,WS3,Watershed 3,west bounding coordinate,-71.72552,decimal degrees
Hubbard Brook,176,14,17,WS3,Watershed 3,south bounding coordinate,43.95458,decimal degrees
Hubbard Brook,176,14,17,WS3,Watershed 3,east bounding coordinate,-71.717,decimal degrees
Hubbard Brook,185,14,176,GSWS3,Watershed 3,Latitude,43.955,decimal degrees
Hubbard Brook,185,14,176,GSWS3,Watershed 3,Longitude,-71.723,decimal degrees
Hubbard Brook,186,14,177,GSWS4,Watershed 4,Latitude,43.95,decimal degrees
Hubbard Brook,186,14,177,GSWS4,Watershed 4,Longitude,-71.726,decimal degrees
Hubbard Brook,177,14,17,WS4,Watershed 4,north bounding coordinate,43.95837,decimal degrees
Hubbard Brook,177,14,17,WS4,Watershed 4,west bounding coordinate,-71.7372,decimal degrees
Hubbard Brook,177,14,17,WS4,Watershed 4,south bounding coordinate,43.94979,decimal degrees
Hubbard Brook,177,14,17,WS4,Watershed 4,east bounding coordinate,-71.72559,decimal degrees
Hubbard Brook,178,14,17,WS5,Watershed 5,north bounding coordinate,43.95709,decimal degrees
Hubbard Brook,178,14,17,WS5,Watershed 5,west bounding coordinate,-71.73983,decimal degrees
Hubbard Brook,178,14,17,WS5,Watershed 5,south bounding coordinate,43.94885,decimal degrees
Hubbard Brook,178,14,17,WS5,Watershed 5,east bounding coordinate,-71.7317,decimal degrees
Hubbard Brook,187,14,178,GSWS5,Watershed 5,Latitude,43.949,decimal degrees
Hubbard Brook,187,14,178,GSWS5,Watershed 5,Longitude,-71.732,decimal degrees
Hubbard Brook,188,14,179,GSWS6,Watershed 6,Latitude,43.95,decimal degrees
Hubbard Brook,188,14,179,GSWS6,Watershed 6,Longitude,-71.736,decimal degrees
Hubbard Brook,179,14,17,WS6,Watershed 6,north bounding coordinate,43.95702,decimal degrees
Hubbard Brook,179,14,17,WS6,Watershed 6,west bounding coordinate,-71.74347,decimal degrees
Hubbard Brook,179,14,17,WS6,Watershed 6,south bounding coordinate,43.94993,decimal degrees
Hubbard Brook,179,14,17,WS6,Watershed 6,east bounding coordinate,-71.73564,decimal degrees
Hubbard Brook,180,14,17,WS7,Watershed 7,north bounding coordinate,43.92747,decimal degrees
Hubbard Brook,180,14,17,WS7,Watershed 7,west bounding coordinate,-71.77348,decimal degrees
Hubbard Brook,180,14,17,WS7,Watershed 7,south bounding coordinate,43.91604,decimal degrees
Hubbard Brook,180,14,17,WS7,Watershed 7,east bounding coordinate,-71.75883,decimal degrees
Hubbard Brook,189,14,180,GSWS7,Watershed 7,Latitude,43.928,decimal degrees
Hubbard Brook,189,14,180,GSWS7,Watershed 7,Longitude,-71.767,decimal degrees
Hubbard Brook,190,14,181,GSWS8,Watershed 8,Latitude,43.929,decimal degrees
Hubbard Brook,190,14,181,GSWS8,Watershed 8,Longitude,-71.76,decimal degrees
Hubbard Brook,181,14,17,WS8,Watershed 8,north bounding coordinate,43.92944,decimal degrees
Hubbard Brook,181,14,17,WS8,Watershed 8,west bounding coordinate,-71.76253,decimal degrees
Hubbard Brook,181,14,17,WS8,Watershed 8,south bounding coordinate,43.91798,decimal degrees
Hubbard Brook,181,14,17,WS8,Watershed 8,east bounding coordinate,-71.75286,decimal degrees
Hubbard Brook,182,14,17,WS9,Watershed 9,north bounding coordinate,43.92589,decimal degrees
Hubbard Brook,182,14,17,WS9,Watershed 9,west bounding coordinate,-71.75851,decimal degrees
Hubbard Brook,182,14,17,WS9,Watershed 9,south bounding coordinate,43.91597,decimal degrees
Hubbard Brook,182,14,17,WS9,Watershed 9,east bounding coordinate,-71.74272,decimal degrees
Hubbard Brook,191,14,182,GSWS9,Watershed 9,Latitude,43.926,decimal degrees
Hubbard Brook,191,14,182,GSWS9,Watershed 9,Longitude,-71.747,decimal degrees
Jornada Basin,20,17,,JRN,Jornada Basin,Site north bounding coordinate,32.831393,decimal degree
Jornada Basin,20,17,,JRN,Jornada Basin,Site west bounding coordinate,-107.002148,decimal degree
Jornada Basin,20,17,,JRN,Jornada Basin,Site south bounding coordinate,32.428919,decimal degree
Jornada Basin,20,17,,JRN,Jornada Basin,Site east bounding coordinate,-106.502641,decimal degree
Kellogg Biological Station,21,18,,KBS,Kellogg Biological Station,Site north bounding coordinate,42.419886,decimal degree
Kellogg Biological Station,21,18,,KBS,Kellogg Biological Station,Site west bounding coordinate,-85.404371,decimal degree
Kellogg Biological Station,21,18,,KBS,Kellogg Biological Station,Site south bounding coordinate,42.390989,decimal degree
Kellogg Biological Station,21,18,,KBS,Kellogg Biological Station,Site east bounding coordinate,-85.367893,decimal degree
Kings River Experimental Watershed,644,47,414,WS_B201,Bull Creek 201 Watershed,north bounding coordinate,36.9868,decimal degrees
Kings River Experimental Watershed,644,47,414,WS_B201,Bull Creek 201 Watershed,west bounding coordinate,119.0805,decimal degrees
Kings River Experimental Watershed,644,47,414,WS_B201,Bull Creek 201 Watershed,south bounding coordinate,36.9782,decimal degrees
Kings River Experimental Watershed,644,47,414,WS_B201,Bull Creek 201 Watershed,east bounding coordinate,119.068,decimal degrees
Kings River Experimental Watershed,645,47,414,WS_B203,Bull Creek 203 Watershed,north bounding coordinate,36.9852,decimal degrees
Kings River Experimental Watershed,645,47,414,WS_B203,Bull Creek 203 Watershed,west bounding coordinate,119.0734,decimal degrees
Kings River Experimental Watershed,645,47,414,WS_B203,Bull Creek 203 Watershed,south bounding coordinate,36.9731,decimal degrees
Kings River Experimental Watershed,645,47,414,WS_B203,Bull Creek 203 Watershed,east bounding coordinate,119.052,decimal degrees
Kings River Experimental Watershed,647,47,646,B204,Bull Creek 204,Latitude,36.9748,decimal degrees
Kings River Experimental Watershed,647,47,646,B204,Bull Creek 204,Longitude,119.0731,decimal degrees
Kings River Experimental Watershed,646,47,414,WS_B204,Bull Creek 204 Watershed,north bounding coordinate,36.9747,decimal degrees
Kings River Experimental Watershed,646,47,414,WS_B204,Bull Creek 204 Watershed,west bounding coordinate,119.0734,decimal degrees
Kings River Experimental Watershed,646,47,414,WS_B204,Bull Creek 204 Watershed,south bounding coordinate,36.9609,decimal degrees
Kings River Experimental Watershed,646,47,414,WS_B204,Bull Creek 204 Watershed,east bounding coordinate,119.0535,decimal degrees
Kings River Experimental Watershed,634,47,644,B201,Bull Creek B201,Latitude,36.9781,decimal degrees
Kings River Experimental Watershed,634,47,644,B201,Bull Creek B201,Longitude,119.0792,decimal degrees
Kings River Experimental Watershed,635,47,645,B203,Bull Creek B203,Latitude,36.9759,decimal degrees
Kings River Experimental Watershed,635,47,645,B203,Bull Creek B203,Longitude,119.0733,decimal degrees
Kings River Experimental Watershed,633,47,626,B200,Bull Creek Integrating ,Latitude,36.9772,decimal degrees
Kings River Experimental Watershed,633,47,626,B200,Bull Creek Integrating ,Longitude,119.082,decimal degrees
Kings River Experimental Watershed,626,47,414,WS_B200,Bull Creek Integrating Watershed,north bounding coordinate,37.9867,decimal degrees
Kings River Experimental Watershed,626,47,414,WS_B200,Bull Creek Integrating Watershed,west bounding coordinate,119.0823,decimal degrees
Kings River Experimental Watershed,626,47,414,WS_B200,Bull Creek Integrating Watershed,south bounding coordinate,36.9608,decimal degrees
