LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,EVERGLADES,19500904,26.65,,29.4,,23.9,,1.8,
FCE,EVERGLADES,19500905,27.5,,30.6,,24.4,,4.6,
FCE,EVERGLADES,19500906,27.2,,30,,24.4,,17,
FCE,EVERGLADES,19500907,27.75,,31.1,,24.4,,0,
FCE,EVERGLADES,19500908,26.1,,31.1,,21.1,,0,
FCE,EVERGLADES,19500909,26.15,,31.7,,20.6,,0,
FCE,EVERGLADES,19500910,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19500911,26.4,,32.2,,20.6,,0,
FCE,EVERGLADES,19500912,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,19500913,28.6,,33.3,,23.9,,0,
FCE,EVERGLADES,19500914,28.3,,33.3,,23.3,,5.3,
FCE,EVERGLADES,19500915,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,19500916,28.6,,33.9,,23.3,,0,
FCE,EVERGLADES,19500917,28.6,,33.9,,23.3,,1.3,
FCE,EVERGLADES,19500918,28.3,,34.4,,22.2,,25.9,
FCE,EVERGLADES,19500919,28.05,,33.3,,22.8,,0.5,
FCE,EVERGLADES,19500920,28.35,,33.9,,22.8,,0.3,
FCE,EVERGLADES,19500921,28.05,,34.4,,21.7,,0,
FCE,EVERGLADES,19500922,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19500923,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,19500924,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,19500925,28.05,,33.9,,22.2,,0,
FCE,EVERGLADES,19500926,28.05,,32.8,,23.3,,0,
FCE,EVERGLADES,19500927,28.6,,33.9,,23.3,,0,
FCE,EVERGLADES,19500928,26.7,,31.7,,21.7,,13.5,
FCE,EVERGLADES,19500929,26.95,,31.1,,22.8,,2,
FCE,EVERGLADES,19500930,-9999,M,-9999,M,22.2,,1.8,
FCE,EVERGLADES,19501001,-9999,M,-9999,M,21.7,,0,
FCE,EVERGLADES,19501002,-9999,M,-9999,M,21.1,,2.8,
FCE,EVERGLADES,19501003,-9999,M,-9999,M,22.2,,1,
FCE,EVERGLADES,19501004,-9999,M,-9999,M,20.6,,0,
FCE,EVERGLADES,19501005,-9999,M,-9999,M,22.2,,20.8,
FCE,EVERGLADES,19501006,25.85,,30,,21.7,,9.1,
FCE,EVERGLADES,19501007,27.2,,32.2,,22.2,,66,
FCE,EVERGLADES,19501008,27.5,,31.7,,23.3,,1.5,
FCE,EVERGLADES,19501009,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,19501010,27.5,,33.3,,21.7,,0,
FCE,EVERGLADES,19501011,26.65,,32.2,,21.1,,33.5,
FCE,EVERGLADES,19501012,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,19501013,26.1,,32.2,,20,,1.5,
FCE,EVERGLADES,19501014,26.4,,31.1,,21.7,,3.6,
FCE,EVERGLADES,19501015,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19501016,25.55,,31.1,,20,,21.1,
FCE,EVERGLADES,19501017,26.4,,30,,22.8,,5.1,
FCE,EVERGLADES,19501018,25.8,,29.4,,22.2,,0.3,
FCE,EVERGLADES,19501019,27.75,,31.1,,24.4,,1,
FCE,EVERGLADES,19501020,27.25,,30.6,,23.9,,0,
FCE,EVERGLADES,19501021,26.95,,30.6,,23.3,,1.5,
FCE,EVERGLADES,19501022,26.95,,30,,23.9,,8.6,
FCE,EVERGLADES,19501023,27.25,,31.7,,22.8,,0.3,
FCE,EVERGLADES,19501024,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,19501025,26.4,,31.7,,21.1,,0,
FCE,EVERGLADES,19501026,26.1,,31.1,,21.1,,0,
FCE,EVERGLADES,19501027,24.75,,30.6,,18.9,,0,
FCE,EVERGLADES,19501028,24.75,,30.6,,18.9,,0,
FCE,EVERGLADES,19501029,23.85,,29.4,,18.3,,0,
FCE,EVERGLADES,19501030,23.05,,27.8,,18.3,,6.9,
FCE,EVERGLADES,19501031,23.6,,28.9,,18.3,,3.6,
FCE,EVERGLADES,19501101,23.85,,29.4,,18.3,,0,
FCE,EVERGLADES,19501102,25,,31.1,,18.9,,0.5,
FCE,EVERGLADES,19501103,25,,30,,20,,0.5,
FCE,EVERGLADES,19501104,24.45,,28.3,,20.6,,34.8,
FCE,EVERGLADES,19501105,19.45,,26.7,,12.2,,0,
FCE,EVERGLADES,19501106,15.25,,23.3,,7.2,,0,
FCE,EVERGLADES,19501107,20.3,,27.8,,12.8,,0,
FCE,EVERGLADES,19501108,20.8,,28.3,,13.3,,0,
FCE,EVERGLADES,19501109,20.85,,27.8,,13.9,,0,
FCE,EVERGLADES,19501116,23.9,,30,,17.8,,0,
FCE,EVERGLADES,19501117,23.6,,28.9,,18.3,,0,
FCE,EVERGLADES,19501118,24.15,,29.4,,18.9,,0,
FCE,EVERGLADES,19501119,24.15,,28.3,,20,,0,
FCE,EVERGLADES,19501120,22.75,,29.4,,16.1,,1.8,
FCE,EVERGLADES,19501127,16.7,,22.8,,10.6,,0.8,
FCE,EVERGLADES,19501128,15.25,,21.1,,9.4,,0,
FCE,EVERGLADES,19501129,12.2,,20,,4.4,,0,
FCE,EVERGLADES,19501130,13.85,,23.3,,4.4,,0,
FCE,EVERGLADES,19501202,18.35,,26.7,,10,,0,
FCE,EVERGLADES,19501203,20,,27.8,,12.2,,0,
FCE,EVERGLADES,19501204,18.85,,23.3,,14.4,,1.8,
FCE,EVERGLADES,19501205,16.4,,25,,7.8,,0,
FCE,EVERGLADES,19501206,20.55,,28.3,,12.8,,0,
FCE,EVERGLADES,19501207,21.1,,24.4,,17.8,,36.3,
FCE,EVERGLADES,19501208,15.55,,18.9,,12.2,,3.8,
FCE,EVERGLADES,19501209,18.35,,23.9,,12.8,,0,
FCE,EVERGLADES,19501210,17.5,,22.8,,12.2,,0,
FCE,EVERGLADES,19501211,14.45,,21.1,,7.8,,4.1,
FCE,EVERGLADES,19501212,14.15,,21.1,,7.2,,0,
FCE,EVERGLADES,19501213,19.4,,24.4,,14.4,,7.6,
FCE,EVERGLADES,19501214,18.35,,26.7,,10,,0,
FCE,EVERGLADES,19501215,19.15,,26.1,,12.2,,0,
FCE,EVERGLADES,19501216,19.15,,26.1,,12.2,,0,
FCE,EVERGLADES,19501217,19.2,,26.7,,11.7,,5.1,
FCE,EVERGLADES,19501218,13.05,,19.4,,6.7,,0,
FCE,EVERGLADES,19501219,10,,17.2,,2.8,,0,
FCE,EVERGLADES,19501220,11.1,,19.4,,2.8,,0,
FCE,EVERGLADES,19501221,13.3,,22.2,,4.4,,0,
FCE,EVERGLADES,19501222,16.35,,24.4,,8.3,,0,
FCE,EVERGLADES,19501223,17.8,,25,,10.6,,0,
FCE,EVERGLADES,19501224,17.8,,25.6,,10,,0,
FCE,EVERGLADES,19501225,18.6,,25,,12.2,,0,
FCE,EVERGLADES,19501226,18.6,,26.1,,11.1,,0,
FCE,EVERGLADES,19501227,19.45,,26.7,,12.2,,0,
FCE,EVERGLADES,19501228,20.3,,27.8,,12.8,,0,
FCE,EVERGLADES,19501229,20.3,,26.7,,13.9,,0,
FCE,EVERGLADES,19501230,19.75,,26.7,,12.8,,0,
FCE,EVERGLADES,19501231,17.5,,25,,10,,7.6,
FCE,EVERGLADES,19510101,15.55,,23.9,,7.2,,0,
FCE,EVERGLADES,19510102,18.05,,26.1,,10,,0,
FCE,EVERGLADES,19510103,20.85,,26.7,,15,,0,
FCE,EVERGLADES,19510104,20.3,,26.7,,13.9,,0,
FCE,EVERGLADES,19510105,20.3,,26.7,,13.9,,0,
FCE,EVERGLADES,19510106,20.3,,26.7,,13.9,,0,
FCE,EVERGLADES,19510107,18.6,,25,,12.2,,0,
FCE,EVERGLADES,19510108,12.5,,20,,5,,0,
FCE,EVERGLADES,19510109,8.65,,16.7,,0.6,,0,
FCE,EVERGLADES,19510110,13.05,,21.1,,5,,0,
FCE,EVERGLADES,19510111,15.25,,23.3,,7.2,,0,
FCE,EVERGLADES,19510112,17.5,,25.6,,9.4,,0,
FCE,EVERGLADES,19510113,18.65,,26.7,,10.6,,0,
FCE,EVERGLADES,19510114,18.65,,25.6,,11.7,,0,
FCE,EVERGLADES,19510115,19.45,,21.7,,17.2,,1.8,
FCE,EVERGLADES,19510116,15.55,,21.1,,10,,0,
FCE,EVERGLADES,19510117,13.3,,23.3,,3.3,,0,
FCE,EVERGLADES,19510118,17.75,,26.1,,9.4,,0,
FCE,EVERGLADES,19510119,18.65,,26.7,,10.6,,0,
FCE,EVERGLADES,19510120,18.9,,26.7,,11.1,,4.6,
FCE,EVERGLADES,19510121,20,,27.8,,12.2,,0,
FCE,EVERGLADES,19510122,20.55,,28.3,,12.8,,0,
FCE,EVERGLADES,19510123,20.55,,28.3,,12.8,,0,
FCE,EVERGLADES,19510124,20,,27.8,,12.2,,0,
FCE,EVERGLADES,19510125,16.7,,20.6,,12.8,,5.3,
FCE,EVERGLADES,19510126,9.7,,16.1,,3.3,,0,
FCE,EVERGLADES,19510127,13.05,,22.8,,3.3,,0,
FCE,EVERGLADES,19510128,18.05,,27.2,,8.9,,0,
FCE,EVERGLADES,19510129,19.15,,28.3,,10,,0,
FCE,EVERGLADES,19510130,21.95,,28.3,,15.6,,0,
FCE,EVERGLADES,19510131,21.65,,29.4,,13.9,,0,
FCE,EVERGLADES,19510201,21.95,,26.7,,17.2,,0.3,
FCE,EVERGLADES,19510202,14.75,,22.8,,6.7,,1,
FCE,EVERGLADES,19510203,6.95,,12.8,,1.1,,1.3,
FCE,EVERGLADES,19510204,10.3,,18.9,,1.7,,0,
FCE,EVERGLADES,19510205,15.85,,20.6,,11.1,,2,
FCE,EVERGLADES,19510206,18.1,,25.6,,10.6,,1.3,
FCE,EVERGLADES,19510207,21.1,,25,,17.2,,0.3,
FCE,EVERGLADES,19510208,13.05,,20,,6.1,,0,
FCE,EVERGLADES,19510209,14.45,,23.3,,5.6,,0,
FCE,EVERGLADES,19510210,17.8,,25.6,,10,,0,
FCE,EVERGLADES,19510211,17.5,,25,,10,,0,
FCE,EVERGLADES,19510212,17.8,,25.6,,10,,0,
FCE,EVERGLADES,19510213,18.35,,26.7,,10,,0,
FCE,EVERGLADES,19510214,20,,26.7,,13.3,,0,
FCE,EVERGLADES,19510215,20.3,,26.7,,13.9,,0,
FCE,EVERGLADES,19510216,20,,27.8,,12.2,,0,
FCE,EVERGLADES,19510217,20,,27.8,,12.2,,0,
FCE,EVERGLADES,19510218,20.25,,28.3,,12.2,,0,
FCE,EVERGLADES,19510219,20.55,,27.8,,13.3,,0,
FCE,EVERGLADES,19510220,19.75,,26.7,,12.8,,0,
FCE,EVERGLADES,19510221,19.75,,26.7,,12.8,,0,
FCE,EVERGLADES,19510222,18.9,,26.1,,11.7,,0,
FCE,EVERGLADES,19510223,18.6,,26.1,,11.1,,0,
FCE,EVERGLADES,19510224,19.45,,26.7,,12.2,,0,
FCE,EVERGLADES,19510225,19.7,,27.2,,12.2,,0,
FCE,EVERGLADES,19510226,19.7,,28.3,,11.1,,0,
FCE,EVERGLADES,19510227,20.3,,27.8,,12.8,,0,
FCE,EVERGLADES,19510228,20.55,,27.8,,13.3,,0,
FCE,EVERGLADES,19510301,21.65,,29.4,,13.9,,0,
FCE,EVERGLADES,19510302,21.4,,28.9,,13.9,,0,
FCE,EVERGLADES,19510303,21.4,,28.9,,13.9,,0,
FCE,EVERGLADES,19510304,21.95,,28.3,,15.6,,0,
FCE,EVERGLADES,19510305,21.4,,27.8,,15,,0,
FCE,EVERGLADES,19510306,21.65,,28.3,,15,,0,
FCE,EVERGLADES,19510307,21.95,,28.9,,15,,0,
FCE,EVERGLADES,19510308,21.95,,28.3,,15.6,,0,
FCE,EVERGLADES,19510309,22.5,,29.4,,15.6,,0,
FCE,EVERGLADES,19510310,23.1,,30.6,,15.6,,0,
FCE,EVERGLADES,19510311,21.1,,28.3,,13.9,,0,
FCE,EVERGLADES,19510312,21.7,,27.8,,15.6,,0,
FCE,EVERGLADES,19510313,20.55,,23.9,,17.2,,6.6,
FCE,EVERGLADES,19510314,17.75,,22.2,,13.3,,0,
FCE,EVERGLADES,19510315,18.05,,23.9,,12.2,,0,
FCE,EVERGLADES,19510316,17.5,,23.9,,11.1,,0,
FCE,EVERGLADES,19510317,18.35,,25.6,,11.1,,0,
FCE,EVERGLADES,19510318,21.1,,28.3,,13.9,,0,
FCE,EVERGLADES,19510319,22.5,,28.3,,16.7,,0,
FCE,EVERGLADES,19510320,23.6,,28.3,,18.9,,0,
FCE,EVERGLADES,19510321,23.3,,28.3,,18.3,,0,
FCE,EVERGLADES,19510322,17.25,,26.7,,7.8,,0,
FCE,EVERGLADES,19510323,18.35,,27.8,,8.9,,0,
FCE,EVERGLADES,19510324,19.7,,28.3,,11.1,,0,
FCE,EVERGLADES,19510325,20,,27.8,,12.2,,0,
FCE,EVERGLADES,19510326,20.55,,28.3,,12.8,,0,
FCE,EVERGLADES,19510327,21.35,,29.4,,13.3,,0,
FCE,EVERGLADES,19510328,21.65,,28.9,,14.4,,0,
FCE,EVERGLADES,19510329,23.35,,28.9,,17.8,,0,
FCE,EVERGLADES,19510330,24.45,,27.8,,21.1,,11.4,
FCE,EVERGLADES,19510331,20.3,,27.8,,12.8,,0,
FCE,EVERGLADES,19510401,22.2,,29.4,,15,,0,
FCE,EVERGLADES,19510402,22.2,,28.3,,16.1,,0,
FCE,EVERGLADES,19510403,22.5,,26.7,,18.3,,1,
FCE,EVERGLADES,19510404,17.5,,23.9,,11.1,,0,
FCE,EVERGLADES,19510405,18.3,,28.3,,8.3,,0,
FCE,EVERGLADES,19510406,20.3,,27.8,,12.8,,0,
FCE,EVERGLADES,19510407,22.25,,27.8,,16.7,,0.3,
FCE,EVERGLADES,19510408,25.55,,29.4,,21.7,,0,
FCE,EVERGLADES,19510409,23.85,,28.3,,19.4,,0,
FCE,EVERGLADES,19510410,21.15,,26.7,,15.6,,36.3,
FCE,EVERGLADES,19510411,21.95,,27.8,,16.1,,0,
FCE,EVERGLADES,19510412,22.8,,28.9,,16.7,,7.1,
FCE,EVERGLADES,19510413,18.05,,21.1,,15,,0,
FCE,EVERGLADES,19510414,19.45,,25.6,,13.3,,0,
FCE,EVERGLADES,19510415,19.2,,26.7,,11.7,,0,
FCE,EVERGLADES,19510416,20.55,,27.8,,13.3,,0,
FCE,EVERGLADES,19510417,21.1,,30,,12.2,,2.8,
FCE,EVERGLADES,19510418,24.45,,31.1,,17.8,,0,
FCE,EVERGLADES,19510419,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,19510420,24.7,,32.2,,17.2,,43.4,
FCE,EVERGLADES,19510421,25,,31.7,,18.3,,0,
FCE,EVERGLADES,19510422,24.15,,30,,18.3,,0.3,
FCE,EVERGLADES,19510423,24.2,,30.6,,17.8,,1.8,
FCE,EVERGLADES,19510424,24.45,,31.7,,17.2,,0,
FCE,EVERGLADES,19510425,23.9,,30,,17.8,,13,
FCE,EVERGLADES,19510426,23.9,,30,,17.8,,7.6,
FCE,EVERGLADES,19510427,24.7,,31.1,,18.3,,0,
FCE,EVERGLADES,19510428,24.75,,31.7,,17.8,,0,
FCE,EVERGLADES,19510429,24.7,,31.1,,18.3,,0,
FCE,EVERGLADES,19510430,25,,31.7,,18.3,,0,
FCE,EVERGLADES,19510501,24.75,,31.7,,17.8,,0,
FCE,EVERGLADES,19510502,23.9,,31.1,,16.7,,0,
FCE,EVERGLADES,19510503,23.1,,30.6,,15.6,,0,
FCE,EVERGLADES,19510504,25.3,,30.6,,20,,0,
FCE,EVERGLADES,19510505,23.6,,31.1,,16.1,,0,
FCE,EVERGLADES,19510506,25.55,,31.1,,20,,0,
FCE,EVERGLADES,19510507,23.05,,32.2,,13.9,,0,
FCE,EVERGLADES,19510508,24.45,,32.2,,16.7,,0,
FCE,EVERGLADES,19510509,24.15,,29.4,,18.9,,0,
FCE,EVERGLADES,19510510,24.45,,30.6,,18.3,,0,
FCE,EVERGLADES,19510511,24.75,,31.7,,17.8,,0,
FCE,EVERGLADES,19510512,25.55,,31.7,,19.4,,0,
FCE,EVERGLADES,19510513,24.75,,30.6,,18.9,,0,
FCE,EVERGLADES,19510514,25,,31.1,,18.9,,22.4,
FCE,EVERGLADES,19510515,22.75,,29.4,,16.1,,0,
FCE,EVERGLADES,19510516,21.35,,29.4,,13.3,,0,
FCE,EVERGLADES,19510517,21.35,,28.3,,14.4,,1.8,
FCE,EVERGLADES,19510518,23.1,,30.6,,15.6,,0,
FCE,EVERGLADES,19510519,23.1,,30.6,,15.6,,2.5,
FCE,EVERGLADES,19510520,23.9,,30.6,,17.2,,0,
FCE,EVERGLADES,19510521,23.65,,30.6,,16.7,,0,
FCE,EVERGLADES,19510522,26.9,,34.4,,19.4,,0,
FCE,EVERGLADES,19510523,25.55,,32.2,,18.9,,0,
FCE,EVERGLADES,19510524,26.95,,32.2,,21.7,,0,
FCE,EVERGLADES,19510525,26.4,,32.8,,20,,0,
FCE,EVERGLADES,19510526,28.05,,34.4,,21.7,,0,
FCE,EVERGLADES,19510527,25.3,,30,,20.6,,34.5,
FCE,EVERGLADES,19510528,25.85,,31.1,,20.6,,0,
FCE,EVERGLADES,19510529,25.8,,32.2,,19.4,,0,
FCE,EVERGLADES,19510530,26.95,,32.8,,21.1,,0,
FCE,EVERGLADES,19510531,26.95,,35,,18.9,,0,
FCE,EVERGLADES,19510601,25.85,,32.8,,18.9,,0,
FCE,EVERGLADES,19510602,25.55,,32.2,,18.9,,0,
FCE,EVERGLADES,19510603,24.75,,31.7,,17.8,,0,
FCE,EVERGLADES,19510604,25.25,,32.2,,18.3,,0,
FCE,EVERGLADES,19510605,25.25,,32.2,,18.3,,0,
FCE,EVERGLADES,19510606,26.95,,33.3,,20.6,,0,
FCE,EVERGLADES,19510607,26.95,,33.3,,20.6,,0,
FCE,EVERGLADES,19510608,27.8,,33.9,,21.7,,0,
FCE,EVERGLADES,19510609,28.05,,33.9,,22.2,,0,
FCE,EVERGLADES,19510610,27.5,,33.9,,21.1,,0,
FCE,EVERGLADES,19510611,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,19510612,28.05,,35,,21.1,,0,
FCE,EVERGLADES,19510613,27.75,,36.1,,19.4,,0,
FCE,EVERGLADES,19510614,28.35,,35,,21.7,,0,
FCE,EVERGLADES,19510615,28.05,,35,,21.1,,0,
FCE,EVERGLADES,19510616,27.8,,35,,20.6,,0,
FCE,EVERGLADES,19510617,27.8,,35,,20.6,,0,
FCE,EVERGLADES,19510618,28.6,,34.4,,22.8,,0.3,
FCE,EVERGLADES,19510619,26.4,,32.8,,20,,1.3,
FCE,EVERGLADES,19510620,27.2,,34.4,,20,,0,
FCE,EVERGLADES,19510621,27.2,,34.4,,20,,0,
FCE,EVERGLADES,19510622,28.65,,35.6,,21.7,,0,
FCE,EVERGLADES,19510623,28.35,,35,,21.7,,0,
FCE,EVERGLADES,19510624,28.6,,36.1,,21.1,,0,
FCE,EVERGLADES,19510625,27.5,,33.9,,21.1,,4.8,
FCE,EVERGLADES,19510626,28.05,,34.4,,21.7,,10.2,
FCE,EVERGLADES,19510627,27.8,,33.9,,21.7,,0,
FCE,EVERGLADES,19510628,27.5,,33.3,,21.7,,0,
FCE,EVERGLADES,19510629,26.95,,32.8,,21.1,,47,
FCE,EVERGLADES,19510630,26.7,,32.8,,20.6,,1,
FCE,EVERGLADES,19510701,26.65,,33.3,,20,,0,
FCE,EVERGLADES,19510702,27.8,,33.9,,21.7,,2.8,
FCE,EVERGLADES,19510703,26.95,,33.3,,20.6,,17.8,
FCE,EVERGLADES,19510704,26.4,,32.2,,20.6,,0,
FCE,EVERGLADES,19510705,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19510706,27.8,,33.9,,21.7,,0,
FCE,EVERGLADES,19510707,26.7,,32.8,,20.6,,34,
FCE,EVERGLADES,19510708,26.7,,32.8,,20.6,,0,
FCE,EVERGLADES,19510709,25.55,,31.1,,20,,6.4,
FCE,EVERGLADES,19510710,26.65,,31.1,,22.2,,20.3,
FCE,EVERGLADES,19510711,26.95,,31.7,,22.2,,4.1,
FCE,EVERGLADES,19510712,26.95,,32.8,,21.1,,0,
FCE,EVERGLADES,19510713,27.75,,33.3,,22.2,,0,
FCE,EVERGLADES,19510714,27.8,,32.8,,22.8,,30,
FCE,EVERGLADES,19510715,28.35,,35,,21.7,,2.8,
FCE,EVERGLADES,19510716,28.9,,35,,22.8,,0.5,
FCE,EVERGLADES,19510717,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,19510718,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,19510719,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,19510720,27.8,,32.8,,22.8,,0.3,
FCE,EVERGLADES,19510721,26.95,,33.3,,20.6,,37.6,
FCE,EVERGLADES,19510722,26.4,,32.8,,20,,10.9,
FCE,EVERGLADES,19510723,26.95,,32.8,,21.1,,0.3,
FCE,EVERGLADES,19510724,27.25,,32.8,,21.7,,16.8,
FCE,EVERGLADES,19510725,25.85,,31.1,,20.6,,30.5,
FCE,EVERGLADES,19510726,26.7,,32.8,,20.6,,0.3,
FCE,EVERGLADES,19510727,28.05,,33.9,,22.2,,0,
FCE,EVERGLADES,19510728,27.5,,33.3,,21.7,,1.5,
FCE,EVERGLADES,19510729,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,19510730,27.5,,33.3,,21.7,,51.6,
FCE,EVERGLADES,19510731,28.6,,34.4,,22.8,,0,
FCE,EVERGLADES,19510801,29.45,,35.6,,23.3,,0.3,
FCE,EVERGLADES,19510802,28.3,,33.3,,23.3,,0.3,
FCE,EVERGLADES,19510803,28.35,,33.9,,22.8,,1.8,
FCE,EVERGLADES,19510804,28.6,,33.3,,23.9,,0,
FCE,EVERGLADES,19510805,29.15,,33.9,,24.4,,3,
FCE,EVERGLADES,19510806,28.9,,33.9,,23.9,,0,
FCE,EVERGLADES,19510807,28.9,,35,,22.8,,0.5,
FCE,EVERGLADES,19510808,29.45,,35,,23.9,,0,
FCE,EVERGLADES,19510809,28.9,,33.9,,23.9,,4.3,
FCE,EVERGLADES,19510810,29.15,,34.4,,23.9,,1,
FCE,EVERGLADES,19510811,27.75,,33.3,,22.2,,0,
FCE,EVERGLADES,19510812,28.9,,35.6,,22.2,,3.3,
FCE,EVERGLADES,19510813,28.35,,33.9,,22.8,,0.3,
FCE,EVERGLADES,19510814,27.75,,33.3,,22.2,,1.8,
FCE,EVERGLADES,19510815,27.5,,33.3,,21.7,,7.6,
FCE,EVERGLADES,19510816,27.5,,33.3,,21.7,,0,
FCE,EVERGLADES,19510817,28.85,,34.4,,23.3,,17.5,
FCE,EVERGLADES,19510818,28.85,,34.4,,23.3,,30.7,
FCE,EVERGLADES,19510819,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,19510820,28.9,,33.9,,23.9,,1.5,
FCE,EVERGLADES,19510821,28.85,,34.4,,23.3,,1.3,
FCE,EVERGLADES,19510822,27.8,,33.9,,21.7,,23.6,
FCE,EVERGLADES,19510823,27.2,,32.2,,22.2,,9.9,
FCE,EVERGLADES,19510824,27.75,,33.3,,22.2,,11.2,
FCE,EVERGLADES,19510825,28.3,,34.4,,22.2,,1.8,
FCE,EVERGLADES,19510826,28.6,,34.4,,22.8,,0,
FCE,EVERGLADES,19510827,29.15,,35,,23.3,,0,
FCE,EVERGLADES,19510828,28.6,,33.9,,23.3,,18.3,
FCE,EVERGLADES,19510829,29.45,,35,,23.9,,0,
FCE,EVERGLADES,19510830,28.6,,33.9,,23.3,,0,
FCE,EVERGLADES,19510831,28.6,,35,,22.2,,6.4,
FCE,EVERGLADES,19510901,29.45,,35.6,,23.3,,0.3,
FCE,EVERGLADES,19510902,28.3,,33.3,,23.3,,0.3,
FCE,EVERGLADES,19510903,29.15,,34.4,,23.9,,0,
FCE,EVERGLADES,19510904,29.15,,34.4,,23.9,,0,
FCE,EVERGLADES,19510905,29.15,,34.4,,23.9,,0,
FCE,EVERGLADES,19510906,28.6,,35,,22.2,,23.4,
FCE,EVERGLADES,19510907,28.9,,35,,22.8,,4.8,
FCE,EVERGLADES,19510908,28.6,,33.9,,23.3,,6.1,
FCE,EVERGLADES,19510909,28.3,,33.3,,23.3,,0.5,
FCE,EVERGLADES,19510910,28.6,,34.4,,22.8,,0,
FCE,EVERGLADES,19510911,28.85,,34.4,,23.3,,0.3,
FCE,EVERGLADES,19510912,27.5,,33.3,,21.7,,0,
FCE,EVERGLADES,19510913,27.5,,33.3,,21.7,,0,
FCE,EVERGLADES,19510914,27.8,,33.9,,21.7,,3.8,
FCE,EVERGLADES,19510915,27.8,,33.9,,21.7,,16,
FCE,EVERGLADES,19510916,28.05,,33.9,,22.2,,0,
FCE,EVERGLADES,19510917,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,19510918,26.95,,32.2,,21.7,,21.3,
FCE,EVERGLADES,19510919,28.3,,34.4,,22.2,,3,
FCE,EVERGLADES,19510920,28.9,,35,,22.8,,0.3,
FCE,EVERGLADES,19510921,28.6,,33.9,,23.3,,0,
FCE,EVERGLADES,19510922,28.3,,34.4,,22.2,,0,
FCE,EVERGLADES,19510923,27.75,,33.3,,22.2,,0,
FCE,EVERGLADES,19510924,28.6,,34.4,,22.8,,0,
FCE,EVERGLADES,19510925,28.05,,33.9,,22.2,,13.7,
FCE,EVERGLADES,19510926,28.05,,33.9,,22.2,,8.6,
FCE,EVERGLADES,19510927,27.8,,33.9,,21.7,,0,
FCE,EVERGLADES,19510928,27.8,,33.9,,21.7,,8.1,
FCE,EVERGLADES,19510929,26.95,,30.6,,23.3,,2.5,
FCE,EVERGLADES,19510930,25.55,,29.4,,21.7,,43.4,
FCE,EVERGLADES,19511001,23.05,,25,,21.1,,0.5,
FCE,EVERGLADES,19511002,24.75,,27.8,,21.7,,35.6,
FCE,EVERGLADES,19511003,26.65,,31.1,,22.2,,0.3,
FCE,EVERGLADES,19511004,27.8,,33.9,,21.7,,0,
FCE,EVERGLADES,19511005,28.35,,33.9,,22.8,,0,
FCE,EVERGLADES,19511006,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,19511007,26.95,,33.3,,20.6,,0,
FCE,EVERGLADES,19511008,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,19511009,26.95,,31.7,,22.2,,34.5,
FCE,EVERGLADES,19511010,23.65,,30.6,,16.7,,0.3,
FCE,EVERGLADES,19511011,21.4,,26.7,,16.1,,0,
FCE,EVERGLADES,19511012,22.5,,28.3,,16.7,,0,
FCE,EVERGLADES,19511013,23.9,,27.8,,20,,0,
FCE,EVERGLADES,19511014,25.3,,30,,20.6,,0,
FCE,EVERGLADES,19511015,25.55,,31.1,,20,,0,
FCE,EVERGLADES,19511016,26.4,,31.1,,21.7,,0.3,
FCE,EVERGLADES,19511017,26.4,,31.1,,21.7,,0,
FCE,EVERGLADES,19511018,26.4,,31.1,,21.7,,0.3,
FCE,EVERGLADES,19511019,23.6,,29.4,,17.8,,0,
FCE,EVERGLADES,19511020,23.9,,30,,17.8,,0,
FCE,EVERGLADES,19511021,23.85,,29.4,,18.3,,0,
FCE,EVERGLADES,19511022,26.1,,32.2,,20,,0,
FCE,EVERGLADES,19511023,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19511024,26.7,,31.7,,21.7,,0,
FCE,EVERGLADES,19511025,27.2,,32.2,,22.2,,0,
